,hash_id,code,kind,repeat,desc,narrative,flag_include_1,flag_include_2,flag_include_3,flag_exclude_1,flag_exclude_2,flag_overheating
4818,9890386ab2fa9783,2.131(b)(1),Direct,True,Handling of animals.,"The licensee has three adult brown bears, two juvenile brown bears and two adult black bears. The three adult brown
bears are still housed in separate metal barrels that measure 4’ wide by 5-6’ long. The female black bear is still housed in
a metal barrel that measures 4’ wide and 5-6’ long. All four of these bears remain locked into these metal barrels with no
ability to move out of the barrels if desired. The 4-6 year old Female adult brown bear that is locked in a barrel (not
attached to an enclosure) now has an unknown number of cubs inside the barrel with her. These cubs could be heard
vocalizing, but could not be visualized in the barrel during inspection. When asked the licensee stated he did not know
the number of cubs inside the barrel. At the time of inspection, these bears were awake in their barrels with no access to
food or water. Additionally, the climatic temperatures was 32 degrees F.
Bears that are awake and locked into these metal barrels are in a state of unrelieved suffering as they have no ability to
move out of the barrels, no access to food and water and have limited ability to self-regulate temperature during winter
weather conditions. Bears that are awake during their hibernation period and housed in metal barrels are susceptible to
hypothermia as the metal barrels are not insulated and provide no warmth.
Handling of animals shall be done as expeditiously and carefully as possible in a manner that does not cause trauma,
overheating, excessive cooling, behavioral stress, physical harm, or unnecessary discomfort.
All animals must be handled in a manner that does not cause physical harm, or unnecessary discomfort. Appropriate
space, housing, food, and water must be provided to these bears to relieve undue suffering.",True,False,True,False,False,True
4823,5e5814d969411871,3.127(b),Direct,True,"Facilities, outdoor.","The 2 female brown bears and 1 male brown bear are co-housed in a single primary enclosure. The shelter provided to
these bears is one large metal barrel that has a diameter of 65” and measures 6' 2"" long. During inspection there was
only one female brown bear noted to be in the shelter. This female brown bear was laying at the entrance of the shelter
and preventing the other brown bears from having access to the shelter. The other two brown bears were noticed to be
wet, and snow covered.
The male and female black bears are currently co-housed in the same primary enclosure. The shelter provided to these
bears is a single metal barrel that measures 5-6' long and has a diameter of 4'. The male black bear is in the shelter
preventing the female black bear access to the shelter. The female black bear was wet, and had snowballs hanging from
her coat. Initially when approached she was interested in inspectors but when nothing was offered, she went and laid in
front of the barrel. Through the remainder of the inspection she continued to lay outside of the occupied shelter.
The current size of the barrels for both the adult brown and adult black bears would necessitate these animals lying on top
of one another in order for all bears to access the shelter at the same time. Adult bears do not typically enter confined
spaces with other adult bears. The behavior of adult bears combined with the small shelter space provided is preventing
these animals from accessing the single shelter provided and leaving them exposed to the elements.
The two juvenile brown bears have two shelters provided – one metal barrel and one square plastic tank type shelter.
Only the metal barrel had bedding material (hay or straw). The smaller of the two juvenile brown bears is in poor body
condition. Although each animal can access a shelter, the poor condition of this animal makes it more susceptible to the
cold wet environmental conditions. The use of an inadequately insulated shelter has led to a state of unrelieved suffering
for this animal.
Natural or artificial shelter appropriate to the local climatic conditions for the species concerned shall be provided for all
animals kept outdoors to afford them protection and to prevent discomfort to such animals.
The outdoor temperature at time of inspection was 26 degrees. The surface temperatures of the metal barrels ranged 22
to 30 degrees Fahrenheit. Metal that has not been insulated conducts body heat away from the animal creating an
unforgiving environment around the bears that is too cold for the current outdoor temperatures. The behavior of adult
bears is preventing these animals from sharing the single shelter provided. Correct by ensuring that appropriate shelter is
provided to all bears to alleviate the state of unrelieved suffering. Enough shelters and shelter space must be provided so
that all animals housed in the primary enclosure can access a shelter area at the same time to allow them to escape the
cold temperatures, and precipitation. Additionally, shelters constructed of all metal must be insulated and bedded
appropriately with clean dry bedding.",True,False,True,False,False,True
4829,6abb5c0e06fccef4,3.127(b),Direct,True,"Facilities, outdoor.","There is one male cougar that is approximately 6 years old housed singly in an enclosure that has two plastic tank-type
structures for shelter. This animal is currently in poor body condition with ribs and vertebrae visible. There is a small
amount of bedding in each structure that is excessively wet and soiled. One shelter also contains a small amount of meat
that the licensee stated was left over from the prior feeding. The licensee states that he does not remove food, but rather
leaves it until the animals eat it. The cougar was laying in one shelter when inspectors approached the enclosure, but got
up and exited upon our approach. The animal had areas of soiled wet fur on its hind end from where it was laying.
Additionally, the remainder of enclosure was covered in snow. The cougar walked abnormally shaking each foot
intermittently clearly reluctant to walk in the snow and showing signs of discomfort. There is currently no clean, dry place
for the cougar to walk or lay anywhere within it’s enclosure or the shelters provided.
The 2 female brown bears and 1 male brown bear are co-housed in a single primary enclosure with three individual metal
barrels provided for the bears to use as shelters. The male and female black bears are currently co-housed in the same
primary enclosure with 2 metal barrels provided for the bears to use as shelter. The two juvenile brown bears have two
shelters provided – one metal barrel and one square plastic tank type shelter. The smaller juvenile brown bear has a
rough coat and is thin.
At the time of the last inspection the licensee implemented temporary measures to alleviate the suffering of the bears by
wrapping the barrels with blankets for insulation and adding fresh bedding to the barrels provided for shelter from the
elements. Due to recent snow the blankets have become wet and the bedding is now wet and soiled. There is snow
present in most of the barrels present for shelter. The majority of the hay/straw that had been added for bedding is now
strewn across the enclosures. What remains in the barrels is discolored and appears wet. The barrel which the adult
male black bear is currently housed in has no bedding in much of the barrel and there is a several inch hole now visible in
the bottom of the barrel. The licensee said that he has been there to care for the bears in the last 2 weeks but declined to
speculate when. He refused to answer whether he had cleaned or replaced bedding at any time since the last inspection
instead asking if there was a regulation for that.
The local ambient temperature was 2 degrees F at 9AM, 7 degrees at 10:45 AM (when the inspection began), and
approximately 17 degrees F when the inspection concluded. Surface temperatures were taken for each of the metal
barrels in several locations using a RayTek IR Thermometer. The inside of the majority of the barrels were 18-24 degrees
F. The warmest measurements were in the 31-34 degrees F for a barrel which was in direct sun. The combination of
wet/soiled bedding and wet snow-covered blankets prevents them from providing appropriate insulation and therefore
they are no longer adequate.
Natural or artificial shelter appropriate to the local climatic conditions for the species concerned shall
be provided for all animals kept outdoors to afford them protection and to prevent discomfort to such animals.
The prior attempts to correct this noncompliance were temporary and have not been maintained. Correct by ensuring that
permanent measures are implemented to prevent chronic reoccurrence of suffering due to continued deterioration of
these temporary measures which are not suitable to the weather. Ensure that there are an adequate number of
appropriate shelters which are constructed and insulated using materials suitable to the climate. Enough shelters and
shelter space must be provided so that all animals housed in the primary enclosure can access a shelter area at the same
time to allow them to escape the cold temperatures, and precipitation. These shelters must be able to be maintained in a
dry and sanitary manner.",True,False,True,False,False,True
4836,1e0b2c5c55f6e170,3.127(b),Direct,True,"Facilities, outdoor.","There is one male cougar that is approximately 6 years old housed singly in an enclosure that has two plastic tank-type
structures for shelter. This animal is currently in poor body condition with ribs and vertebrae visible. One of the shelters
has had fresh bedding placed on top of the old wet soiled bedding. The other shelter contains only the old soiled and wet
bedding. The remainder of enclosure was covered in snow which in some places was several inches deep. The one
shelter is the only clean, dry place for the cougar to walk or lay anywhere within its enclosure or the shelters provided.
The temperature in this enclosure was 26.5 to 27 degrees Fahrenheit. The shelter with the soiled bedding was 21.5
degrees Fahrenheit.
The 2 female brown bears and 1 male brown bear are co-housed in a single primary enclosure with three individual metal
barrels provided for the bears to use as shelters. The male and female black bears are currently co-housed in the same
primary enclosure with 2 metal barrels provided for the bears to use as shelter. The two juvenile brown bears have two
shelters provided – one metal barrel and one square plastic tank type shelter. The smaller juvenile brown bear has a
rough coat and is thin.
The licensee has now brushed the snow off the metal barrels and has added tarps over the blankets which were wrapped
over the barrels for insulation. This temporary fix is not appropriate for local climatic conditions. Poor weather will once
again quickly deteriorate this temporary fix. Shelters for the enclosures housing the black bears have had bedding placed
on top of the old wet soiled bedding. This is also the case for the three shelters provided for the three adult brown bears.
No fresh bedding has been provided for the shelters housing the juvenile brown bears. The snow that was present in the
black and brown bear enclosures yesterday is still easily visible mixed with the fresh bedding that has been added.
When asked if the soiled bedding had been removed the licensee stated to inspectors that this could not be done in the
few hours he had before our afternoon inspection. The licensee stated that removing the soiled bedding would require
the use of a bobcat machine and that was not even at the property currently. The new bedding placed in some of the
animal shelters will quickly become soiled by the old bedding and snow already in the shelters and the wet, wintery
weather conditions that are forecast to continue.
The local ambient temperature was 26 degrees Fahrenheit at 3:30 pm which is about the time the inspection began.
Surface temperatures were taken for each of the metal barrels in several locations using a RayTek IR Thermometer. The
inside temperatures of the barrels ranged from 21 to 37 degrees Fahrenheit with most of the barrels being in the upper
twenties to lower thirties. The expected overnight low for tonight is 12 degrees Fahrenheit and the expected low
temperature for tomorrow is 5 degrees Fahrenheit.
Failing to provide appropriate shelter from the elements particularly in the extreme cold weather currently occurring and
failing to remove soiled bedding is causing a state of unrelieved suffering for these animals.
Natural or artificial shelter appropriate to the local climatic conditions for the species concerned shall be provided for all
animals kept outdoors to afford them protection and to prevent discomfort to such animals.
These attempts to correct this noncompliance are temporary and cannot been maintained. Correct by ensuring that
permanent measures are implemented to prevent chronic reoccurrence of suffering due to continued deterioration of
these temporary measures which are not suitable to the weather. Ensure that there are an adequate number of
appropriate shelters which are constructed and insulated using materials suitable to the climate. Enough shelters and
shelter space must be provided so that all animals housed in the primary enclosure can access a shelter area at the same
time to allow them to escape the cold temperatures, and precipitation. These shelters must be able to be maintained in a
dry and sanitary manner.
This inspection and exit interview were conducted with the licensee.
The care and feeding of the bear cubs is under review.
Additional Inspectors:
DANA MILLEREnd Section",True,False,True,False,False,True
4853,cd6b3054d7e4ffe1,3.52(a),,False,"FACILITIES, OUTDOOR.","** There were four rabbits in an outdoor enclosure that did not have shade sufficient enough to keep the rabbits out
of the direct sun. The temperature was 92 degrees F behind the shelter and it was 102 degrees F in the other areas
of the enclosure using the raytek minitemp gun. The rabbits were breathing heavily and they were all trying to get
behind the shelter from the direct sun which was not sufficient for all of the rabbits to stay cool. When sunlight is
likely to cause overheating and discomfort, sufficient shade shall be provided to allow all rabbits kept outdoors to
protect themselves from the direct rays of the sun. The atmospheric temperature must not exceed 90 degrees F.
There needs to be another means of artificial cooling in place to alleviate overheating and discomfort for the rabbits.
This was corrected by removing the rabbits before the exit briefing.
The inspection and exit briefing was conducted with the program manager.",True,False,True,False,False,True
4957,f5b0071708bc74d0,2.131(e),,False,HANDLING OF ANIMALS.,"** There were young lemurs being housed in a screened-in outdoor enclosure that were stretched out on the bench
and floor at about 2 pm. They appeared exhausted by the heat. The temperature was 89 degrees F that day and
the heat index was 115 degrees F in the shade. It was the hottest part of the day with a slight breeze. When climatic
conditions present a threat to an animal's health or well-being, appropriate measures must be taken to alleviate the
impact of those conditions. An animal may never be subjected to any combination of temperature, humidity, and
time that is detrimental to the animal's health or well-being, taking into consideration such factors as the animal's
age. Correct by the end of the day.",True,False,True,False,False,True
5508,eb32f57532502e31,2.131(e),,True,HANDLING OF ANIMALS.,"There are 2 bears that are being housed individually. There are 2 enclosures that are available to these bears.
One of these enclosures has a pool of water, and the other contains 2 small fans which are not adequate for type of
outdoor enclosure. The two bears are being rotated daily between these two enclosures so that only one bear has
access to the pool of water every other day. A fan with a water mist system or small pool on the side of the
enclosure that doesn't have a pool may be more suitable.
The fans in the camel/aoudad/deer shelter building continue to not work when the zoo personnel tried to turn them
on.
When climatic conditions present a threat to an animal's health or well-being, appropriate measures must be taken
to alleviate the impact of those conditions. An animal may never be subjected to any combination of temperature,
humidity, and time that is detrimental to the animal's health or well-being, taking into consideration such factors as
the animal's age, species, breed, overall health status, and acclimation.
The summer months are extremely hot (frequently above 90 degrees F) with a high humidity. Each bear shall be
afforded an opportunity for cooling every day during hot weather",True,False,True,False,False,True
5579,0c35d436f4eed705,3.76(a),,False,INDOOR HOUSING FACILITIES.,"One ring-tail lemur is currently being housed indoors and was noted sitting quietly on a resting perch. There are two
small open windows to the indoor area. The temperature inside the building at a height at which the lemur was
sitting was 88.8 degrees F at 10:45 am. The temperature inside at 12:45 pm was 92.4 degrees F. The outdoor
temperature was continuing to climb as a high close to 100 degrees F was predicted for late afternoon. No cooling
mechanisms such as fans, misters or air conditioners were noted in the building. High temperatures can be
uncomfortable to non-human primates and may lead to overheating and other medical issues if prolonged. The
indoor housing facilities must be sufficiently cooled when necessary to protect the non-human primates' health and
well-being and must not rise above 85 degrees F for more than 4 consecutive hours when non-human primates are
present. Correct by June 19, 2015.",True,False,True,False,False,True
6045,4b634a7b5cdb4aab,3.78(b),,False,OUTDOOR HOUSING FACILITIES.,"***The facility is not providing heat to non-human primates housed outdoors to maintain temperatures above 45
degrees Fahrenheit. When asked, the facility owner and general curator stated they had no documentation or policy
on temperature range guidelines or acclimation. At the time of inspection, the temperature according to inspector(cid:25)s
kestrel, was 39 degrees Fahrenheit. The overnight lows for the area, according to weather underground, was 36
degrees Fahrenheit. The outdoor housing facilities consist of eight nonhuman primate islands and six outdoor
enclosures housing 59 nonhuman primates of various species including ring-tailed lemurs, white-throated
capuchins, spider monkeys, Patas monkeys, De Brazza monkeys, Pileated gibbons and white-handed gibbons.
APHIS personnel observed several nonhuman primates to either huddle in groups or to sit in the sun spots of their
enclosures. Additionally, APHIS personnel observed one female Pileated gibbon huddled in a corner and to
periodically tremble/shake.
Failure to provide supplemental heat can lead to health and medical conditions including cold stress, frostbite,
hypothermia and death. The facility must safely provide heat to all outdoor enclosures when the ambient
temperatures fall below 45 degrees Fahrenheit, except as directed by the attending veterinarian and in accordance
with generally accepted professional and husbandry practices. Additionally, the facility must safely provide heat
when the animals are exhibiting and/or may exhibit signs of cold stress.
To be corrected by 2/5/2016
***One island (outdoor housing) containing four ring-tailed lemurs does not have adequate shelter from the
elements. The island has one (cid:28)umbrella-like(cid:29) structure that the nonhuman primates can sit under. This structure
does not provide protection from horizontal rain, wind or cold. Failure to provide adequate shelter can lead to health
and medical conditions including sickness, cold stress and hypothermia. The facility must provide adequate shelter
from the elements at all times in outdoor housing facilities.
To be corrected by 1/29/16",True,False,True,False,False,True
6919,9f8522bb6435b74a,3.6(a)(2)(7),,False,PRIMARY ENCLOSURES.,"The exercise yard enclosure contains no provisions for adequate shade. Owner stated that a shade structure was
in place but that it was recently removed due to wind damage. Direct sunlight in this climate which frequently
exceeds 100 F may cause overheating or discomfort to the dogs during any extended period of time in this
enclosure. Sufficient shade must be provided which allows all the dogs in the enclosure to be sheltered from the
direct sun at one time.
Correct by 10/24/14",False,True,True,False,False,True
7040,f040f29776de01a5,3.127(a),,True,"FACILITIES, OUTDOOR.","***Several enclosures did not have adequate shade to protect all of animals from direct sunlight.
-An enclosure containing 9 goats
-An enclosure containing five goats and two pigs
-An enclosure containing 11 La mancha goats and 1 Boer goat
-An enclosure containing 2 adult water buffalo
The areas of shade provided were not large enough to allow all of the animals within the enclosure to be protected
from direct sunlight. At the time of inspection, the temperature registered on the Kestrel 4000 was 106.1 degrees
Fahrenheit. Several of the goats and sheep were exhibiting signs of a heat stress, as indicated by the animals
standing or lying down with extended necks and panting.
Inadequate protection from direct sunlight may lead to overheating or discomfort from squinting.",True,False,True,False,False,True
7065,f76aca01c66a52fd,3.127(a),,True,"FACILITIES, OUTDOOR.","***An enclosure containing two adult camels, “Freya” and “Alexa” did not have adequate shade to protect the two
animals from direct sunlight.
The areas of shade provided were not large enough to allow both of the animals within the enclosure to be
protected from direct sunlight. During the inspection, the shade structure provided two small strips of shade inside
the enclosure, however the majority of the shade provided was outside of the enclosure and not benefitting the
animals. At the time of inspection, the temperature registered on the Kestrel 4000 was 81.2 degrees Fahrenheit.
Inadequate protection from direct sunlight may lead to overheating or discomfort from squinting. Sufficient shade by
natural or artificial means shall be provided to allow all animals kept outdoors to protect themselves from direct
sunlight.",True,False,True,False,False,True
7958,f86f2eb11b90bf61,3.4(b)(4),,False,OUTDOOR HOUSING FACILITIES.,"(b) Shelter from the elements (4) Bedding
****
In an outdoor enclosure, housing two young dogs, there was no bedding provided. The temperature at the time of
inspection was 48.7 degrees Fahrenheit according to the inspector's Kestrel 3000. The overnight low air
temperature for the area during the previous night was 40 degrees Fahrenheit according to the National Weather
Service. Bedding must be provided for the dogs when the ambient air temperature drops below 50 degrees
Fahrenheit so that they can stay warm, for their comfort and well-being and to decrease the risk of hypothermic
situations. The licensee provided bedding for these dogs when requested by the inspectors.
Corrected at time of inspection.
The veterinary care issues identified during the previous inspection conducted on 22 Oct 13, a female Boston
Terrier, tag #095, with left eye issue, and a female Poodle, tag #161, with a wound on her left ear have been
addressed.
Inspection and exit interview conducted with licensee.
Additional Inspectors
Leisner Erika, Veterinary Medical Officer",True,False,True,False,False,True
8011,0bd6950fa9f35a0d,3.4(b)(4),,False,OUTDOOR HOUSING FACILITIES.,"(b) Shelter from the elements. (4) Contain clean, dry bedding.
***In the outdoor facility where small breed dogs were housed, the bedding in the housing units varied from partially
covering the floor to approximately 4"" deep. One housing unit contained bedding that covered most of the flooring,
yet had a large amount of dried, molded feces in it. Small breeds including Yorkshire Terriers were seen
intermittently shivering and holding front paws up for short periods of time interchangeably within these primary
enclosures. The ambient temperature was 11 degrees F at the beginning of the inspection. The lack of appropriate
amount of bedding in cold environments increases the risks of illness, discomfort and hypothermic situations to the
animals. The licensee must add more bedding material to the housing units, clean the housing unit that contains the
feces and assure that the appropriate amount of clean, dry bedding is provided in the outdoor housing units during
extreme cold events.
To be corrected from this day forward.
This inspection began at 0800.
The inspection and exit conference were conducted with the facility representative.
End of report.",True,False,True,False,False,True
8064,aeffa8a4253fc52c,3.127(b),,False,"FACILITIES, OUTDOOR.","(b) Shelter from inclement weather.
* A camel, zedonk, and some of the goats had tall, metal shelter structures which were two-sided with an overhead
roof. Many of the other animals housed outdoor had three-sided lean-to shelter structures. Many of the three-sided
structures had at least one of the three walls not fully intact, resulting in nearly half a wall missing in some cases.
This was the case for the shelter provided for two older, recently sheared alpacas observed shivering at the time of
inspection. Temperatures in the area during the past week were below freezing and reached a low of 10 degrees
Fahrenheit the night before the inspection. Wind speeds in the area during the past week reached a high of 26mph.
Shelter structures with less than 3 solid sides do not provide adequate protection from inclement weather.
Inadequate protection from the elements can result in great discomfort to the animals and/or health issues such as
hypothermia or death.
** The licensee must ensure all animals have appropriate shelters to protect them from inclement weather and to
prevent discomfort. TO BE CORRECTED BY: 11 December 2014.",True,False,True,False,False,True
8182,0cbc11bbf491dec1,3.4(b)(4),,True,OUTDOOR HOUSING FACILITIES.,"All the igloo type shelter structures being used by 57 dogs in the outdoor housing area contain very little or no
bedding material. The inspector recorded a temperature of 41 degrees F at the time of inspection. According to the
National Weather Service, the low temperature last night was 14 degrees F. Lack of sufficient bedding in cold
environments increases the risks of sickness and hypothermia situations. Clean, dry bedding material is important
to provide added protection from the effects of temperatures less than 50 degrees F. More bedding material is
necessary when the temperature is less than 35 F degrees for the dogs to burrow into and remain clean and dry
and have better protection from the cold. The licensee must provide and maintain bedding material.
To be corrected by January 19, 2018",True,True,True,False,False,True
8956,e89f7291dcdd6360,2.131(e),,False,HANDLING OF ANIMALS.,"The Raccoon Building has a high ambient temperature and humidity. The building is constructed of metal and is not
insulated. There are large fans running at one end of the building and there are windows that are open along the
sides. Towards the middle of the building there is little to no movement of air and the temperature in this part of the
building as taken by the Kestrel at approximately 1:30 pm is 91.6 degrees F, the humidity is 84% and the heat index
is 111.7 degrees F. Multiple raccoons were displaying behaviors such as panting and lying on their sides and
abdomens with their legs splayed out that could indicate they are uncomfortable with the temperature. There are
approximately 290 raccoons housed in this building. High temperature and humidity could have a negative impact
on the health and well-being of the animals.
When climatic conditions present a threat to an animal's health and well-being, appropriate measures must be taken
to alleviate the impact of those conditions. An animal may never be subjected to any combination of temperature,
humidity and time that is detrimental to the animal's health or well-being. The licensee must reduce the temperature
and humidity inside this building to a level that is comfortable for the raccoons in order to support their health and
well-being.
To be corrected by: June 19, 2017",True,False,True,False,False,True
8962,282b63a73bc9cfd6,2.131(e),Direct,True,HANDLING OF ANIMALS.,"The Raccoon Building has a high ambient temperature and humidity. The building is constructed of metal and is not
insulated. There are large fans running at both ends of the building and there are windows that are open along the
sides. Towards the middle of the building there is little to no movement of air and the temperature in this part of the
building as taken by the Kestrel at approximately 2:00 pm is 96.1 degrees F and the heat index is 119.4 degrees F.
The outdoor air temperature at the time of the inspection as read by the Kestrel 101 degrees and the heat index is
113 degrees. Multiple raccoons were displaying behaviors such as panting and lying on their sides and abdomens
with their legs splayed out that could indicate they are uncomfortable with the temperature. There are
approximately 290 raccoons housed in this building. High temperature and humidity could have a negative impact
on the health and well-being of the animals.
When climatic conditions present a threat to an animal's health and well-being, appropriate measures must be taken
to alleviate the impact of those conditions. An animal may never be subjected to any combination of temperature,
humidity and time that is detrimental to the animal's health or well-being. The licensee must reduce the temperature
and humidity inside this building to a level that is comfortable for the raccoons in order to support their health and
well-being.
This inspection and exit interview were conducted with Kelly Maxwell, ACI, and the facility representative.
This is a focused inspection conducted only on the building containing the raccoons.",True,False,True,False,False,True
8963,70c2f258ddb28516,2.131(e),Direct,True,HANDLING OF ANIMALS.,"The Raccoon Building has a high ambient temperature and humidity. The building is constructed of metal and is not
insulated. There are a total of six fans running at both ends of the building and there are windows that are open
along the sides. Towards the middle of the building there is little to no movement of air. The temperatures taken
throughout the building by the Kestrel at approximately 2:50 pm is 98.4 degrees F with a heat index 117.2 degrees
F, 100.3 degrees F with a heat index 123.3 degrees F, 98.9 degrees F with a heat index of 118.4 degrees F, and
101.4 degrees F and 101.8 degrees F. Numerous raccoons were displaying behaviors such as panting, drooling
and increased respiratory rate. The raccoons are also seen lying on their sides, backs, and abdomens with their
legs splayed out which could indicate they are uncomfortable with the temperature. There are approximately 290
raccoons housed in this building. High temperature and humidity could have a negative impact on the health and
well-being of the animals.
When climatic conditions present a threat to an animal's health and well-being, appropriate measures must be taken
to alleviate the impact of those conditions. An animal may never be subjected to any combination of temperature,
humidity and time that is detrimental to the animal's health or well-being. The licensee must reduce the temperature
and humidity inside this building to a level that is comfortable for the raccoons in order to support their health and
well-being.
Inspection and exit interview was conducted with Kelly Maxwell, ACI, Autumn Unck, VMO and the facility
representative.
This is a focused inspection concerning the non-compliant items listed on the previous inspection report dated July
19, 2017.
Female white raccoon was evaluated by a licensed veterinarian and is under a treatment plan.
Female dark-colored raccoon was evaluated by a licensed veterinarian and received treatment.
Additional Inspectors
Unck Autumn, Veterinary Medical Officer",True,False,True,False,False,True
8964,f59bb111692003f7,2.131(e),Direct,True,HANDLING OF ANIMALS.,"The Raccoon Building has a high ambient temperature and humidity. The building is constructed of metal and is
only partially insulated. There are sixteen fans running throughout the building and there are windows that are open
along the sides. The temperatures taken in the building by the Kestrel at approximately 3:50 pm is 100 degrees F
with a heat index of 119 degrees F at the north end of the building and 100 degrees F with a heat index of 120
degrees F along the east enclosures in the middle of the building. At 4:32 pm the temperature taken is 100.4
degrees F with a heat index of 122.1 degrees F along the west enclosures in the middle of the building. At 4:24 pm
near the south end of the first room the temperature is 100.1 degrees F and 100.2 degrees F with a heat index of
120.1 degrees F. Twenty-six raccoons are in severe heat distress and are suffering from the temperatures inside
the building.
The behaviors observed in these 26 raccoons include panting, drooling and increased respiratory rate.
The raccoons are lying on their sides, backs, and abdomens with their legs splayed out demonstrating they are
uncomfortable with the temperature and are trying to cool off. These 26 raccoons are also reluctant to move,
lethargic, and not alert to activity in the building around them. These signs are indicative of the elevated temperature
inside the building not allowing the animals to regulate their core body temperature properly. The inability of these
26 raccoons to cool off has caused them to suffer. There are approximately 290 raccoons housed in this building.
The high temperature and humidity is having a negative impact on the health and well-being of the animals.
The following animals have been identified as suffering from severe heat stress:
Enclosure #069: 1 raccoon
Enclosure #001: 1 raccoon
Enclosure #004: 2 raccoons
Enclosure #005: 1 raccoon
Enclosure #007: 2 raccoons
Enclosure #008: 2 raccoons
Enclosure #009: 1 raccoon
Enclosure #014: 1 raccoon
Enclosure #016: 1 raccoon
Enclosure #017: 1 raccoon
Enclosure #019: 1 raccoon
Enclosure #033: 1 raccoon
Enclosure #035: 1 raccoon
Enclosure #040: 1 raccoon
Enclosure #041: 1 raccoon
Enclosure #043: 1 raccoon
Enclosure #061: 1 raccoon
Enclosure #064: 1 raccoon
Enclosure #072: 1 raccoon
Enclosure #174: 1 raccoon
Enclosure #180: 1 raccoon
Enclosure #181: 1 raccoon
Enclosure #182: 1 raccoon
When climatic conditions present a threat to an animal's health and well-being, appropriate measures must be taken
to alleviate the impact of those conditions. An animal may never be subjected to any combination of temperature,
humidity and time that is detrimental to the animal's health or well-being. The licensee must reduce the temperature
and humidity inside this building to a level that is comfortable for the raccoons in order to support their health and
well-being.
This inspection and exit interview was conducted with VMO Scott Welch, VMO Autumn Unck, SACS Heather Cole,
ACI Kelly Maxwell, a safety officer, an IES investigator, the attending veterinarian, local law enforcement, and the
facility representative.
This is a focused inspection concerning the non-compliant item listed on the previous inspection report dated July
20, 2017.
Additional Inspectors
Unck Autumn, Veterinary Medical Officer
Cole Heather, Supervisory Animal Care Specialist
Welch Scott, Veterinary Medical Officer",True,False,True,False,False,True
8965,b40d41e61c8353dc,2.131(e),Direct,True,HANDLING OF ANIMALS.,"The Raccoon Building has a high ambient temperature and humidity. The building is constructed of metal and is
only partially insulated. There are eighteen fans running throughout the building and there are windows that are
open along the sides. The temperature as taken by the Kestrel at the beginning of the inspection upon first entering
the building is 93.5 degrees F with a heat index 100.7 degrees F. Multiple readings of the temperature and heat
index were taken during the inspection in different areas of the building. The temperatures taken were 93.7
degrees, 94.1 degrees F, 94.2 degrees F, 94.1 degrees F, 95.7 degrees F, 95.2 degrees F, 95.4 degrees F, 95.0
degrees F, 95.2 degrees F. The heat indices in the building are 101.1 degrees F, 101.7 degrees F, 104.9 degrees
F, 106.0 degrees F, 105.1 degrees F, 106.3 degrees F, 108.0 degrees F, 107.4 degrees F, 107.6 degrees F, 106.8
degrees F, 103.6 degrees F, 104.5 degrees F. Nine raccoons are in serious heat distress (too hot) and are
suffering from the temperatures inside the building.
The behaviors observed in these nine raccoons include panting, open mouthed breathng, and increased respiratory
rate (fast breathing). The raccoons are lying on their sides, backs, and abdomens with their legs splayed out
demonstrating they are uncomfortable with the temperature and are trying to cool off. These nine raccoons are also
reluctant to move, lethargic, and not alert to activity in the building around them. These signs are indicative of the
elevated temperature inside the building not allowing the animals to regulate their core body temperature properly.
The inability of these nine raccoons to cool off has caused them to suffer. There are approximately 290 raccoons
housed in this building. The high temperature and humidity is having a negative impact on the health and well-being
of the animals.
When climatic conditions present a threat to an animal's health and well-being, appropriate measures must be
taken to alleviate the impact of those conditions. An animal may never be subjected to any combination of
temperature, humidity and time that is detrimental to the animal's health or well-being. The licensee must reduce the
temperature and humidity inside this building to a level that is comfortable for the raccoons in order to support their
health and well-being.
This inspection and exit interview was conducted with VMO Scott Welch, SACS Heather Cole, ACI Kelly Maxwell, a
safety officer, an IES investigator, the attending veterinarian, local law enforcement, an Iowa Trooper and the facility
representative.
This is a focused inspection concerning the non-compliant item listed on the previous inspection report dated July
21, 2017.
Additional Inspectors
Cole Heather, Supervisory Animal Care Specialist
Welch Scott, Veterinary Medical Officer",True,False,True,False,False,True
9397,1d489e37df4f488b,3.4(b)(4),Direct,False,OUTDOOR HOUSING FACILITIES.,"The dogs housed in approximately 16 outdoor dog shelters are supplied with a limited amount of bedding, but do
not have adequate bedding for the current climatic conditions. The temperature at the time of the inspection as
recorded by the Inspector'(cid:25)s Kestrel was 26.5 degrees F. Lack of bedding can cause discomfort to the dogs and
may lead to the dogs not being able to maintain normal body temperature. All shelters must be provided with
bedding when temperatures are below 50 degrees F and additional clean, dry bedding when temperatures are
below 35 degrees F. Correct by the close of business today.
This routine inspection and exit interview were conducted with a facility reperesentative.
This is
an electronic version of the report dated 5 Feb. 2015.",True,False,True,False,False,True
