hash_id,code,kind,repeat,desc,narrative
df1d3ac636ebc5ed,2.31(c)(7),,False,INSTITUTIONAL ANIMAL CARE AND USE COMMITTEE (IACUC).,"The inspector reviewed Protocol 3738 and six medical records relevant to this protocol The protocol states that
""animals will receive .005-.01 mg/kg of buprenorphine IM once a day for 3 days post-operatively. All animals will
receive antibiotics pre-operatively (3-5 mg/kg of Cefazolin IV and post-operatively 3-5 mg/kg of ceftiofur IM twice a
day for 3 days)"". None of the animals received the drugs as specified in the protocol but better, longer- acting pain
medications: a sustained release opiod, a sustained release NSAID (Meloxicam) and Enrofloxacin (Baytril)
antibiotic were used with veterinary discretion to minimize the stress from handling and restraint necessary to
medicate the pigs post-operatively. This significant change regarding the care and use of animals in ongoing
activities was not brought to the attention of the IACUC after the Attending Veterinarian administered the drug
regimen after the first pig’s surgery. It is the IACUC’s responsibility to review and approve, require modifications in
to secure approval or withhold approval of proposed significant changes to a protocol in order to ensure that animal
care and use are in accordance with legal requirements. Correct by seeking IACUC approval for significant changes
to a protocol.
Correct from this day forward.
Exit interview was conducted withthe Director of Animal Research and the Animal Care Husbandry Manager"
6e5df58ac18e449a,2.31(c)(7),,False,Institutional Animal Care and Use Committee (IACUC).,"A significant change was made to a protocol involving pigs without Institutional Animal Care and Use Committee (IACUC)
review and approval. Pig #23340 was not monitored as frequently as stated in the protocol following heart transplant
surgery. The protocol states that pigs will be monitored every 15 minutes for an hour, every 30 minutes for 2 hours, every
hour for 4 hours, and then every 4 hours until the following day. Pig #23340 became sternal after surgery at 1:35pm, was
monitored continuously until put back into its cage at 4pm, when it was regularly observed until approximately 8pm. He
was left unmonitored overnight until 5:30 the next morning.
The same protocol states that injectable Tacrolimus will be given IM daily following surgery. Due to pig #23340's behavior,
the PI submitted an amendment request to give the drug in capsules by mouth on May 15th, 2024. The amendment had
not yet been approved by the IACUC but they began giving the drug by mouth on the same day.
Although there were no recorded post-operative complications or medical issues noted for the pig, the protocol was not
followed as written and approved by the IACUC. Failure to follow the approved protocol and making unapproved changes
does not allow the IACUC to review these changes as required and ensure the animals involved do not experience
negative impacts to their health and well-being. The IACUC must ensure that all significant changes regarding the care
and use of animals in ongoing activities are reviewed and approved prior to implementation.
Correct by May 24, 2024 by ensuring that proposed activities, including significant changes to ongoing activities involving
animals, contain a complete and accurate description of the proposed use of the animals and are approved by the IACUC
prior to starting activities or implementing any changes.
This inspection and exit interview were conducted with a facility representative.
n"
8cd487e57a3f04f6,3.131(d),,False,SANITATION.,"Item Pest Control 3.131 d
At the time of inspection the cow barn unit 2 New Bolton had series of bird nests in the rafters which resulted in an
accumulation of bird droppings on the floor, railings, and other areas which can lead to contamination of food and
bedding.
Facility needs to establish a method to curtail the bird population to eliminate the nesting as well as reduce the
possibility of contamination.
Correct by 7/30/14
An exit interview took place at the end of inspection with faciity representatives.
Inspection took place from 6/23-26/14
Additional Inspectors
Lupo Keri, Veterinary Medical Officer"
01f06cad6f0c5e4f,2.31(e)(3),,False,INSTITUTIONAL ANIMAL CARE AND USE COMMITTEE (IACUC).,"Item IACUC 2.3.1 e 3
In May 2014 the investigator for protocol 804222 performed a dental mold bite block on a non human primate. This
procedure had been left out of the protocol at the of its renewal.
The investigator has since filed an amendment for the protocol.
In addition protocol 804006 involves a group of animals with repeated brain injuries as part of the study. In January
of 2014 it was discovered that the repeated injury group was not in the experimental design in the renewal for the
protocol and therefore not approved by the IACUC.
The investigator submitted an amendment for the protocol.
In the future both the Principal Investigator and the IACUC need to insure protocols are complete and accurate and
provide a complete description of the proposed use of animals."
01f06cad6f0c5e4f,2.38(f),,False,MISCELLANEOUS.,"Item Handling 2.38 f
In May of 2014 a non human primate underwent a procedure as part of protocol 804222. The investigator used a
thermal disc to keep the animal warm. The animal had been insulated from the heat disc by layers of folded
blanket, but the disc still resulted in thermal burns on the animal.
The IACUC needs to insure the handling of animals does not cause any trauma or stress
The IACUC has put into place a series of procedures designed to prevent this from happening again. There have
been no further incidents of this nature.
Correct from this day 2/5/15
This was a focused inspection
Exit interview took place at the end of inspection with facility
electronic version of word inspection report"
53ca6845ada65c6c,2.31(e)(3),,False,INSTITUTIONAL ANIMAL CARE AND USE COMMITTEE (IACUC).,"Item IACUC 2.31 e 3
At the time of inspection protocol 803366 is a teaching protocol. Protocol involves various procedures such as
rectal exams, restraint, nasogastric tubing. etc
The protocol does not indicate the limits per procedure or the number of attempts per animal or the number of
students per animal.
The investigator needs to provide to the IACUC with a complete description for the proposed use of the animals as
required by the regulation.
Correct by 9/15/2017"
53ca6845ada65c6c,2.33(b)(5),,False,ATTENDING VETERINARIAN AND ADEQUATE VETERINARY CARE.,"Item IACUC 2.33 b 5
At the time of inspection 4 bottles of Enlon expired 4/2017 were found in SS at NBC.
Outdated drugs does not constitute adequate veterinary care with current established veterinary medical
procedures.
Facility needs to review its monitoring procedures for drugs to insure outdated drugs are removed in a timely
manner.
Facility corrected this item at the time of inspection by removing the drugs from the area for proper disposal."
53ca6845ada65c6c,3.125(a),,False,"FACILITIES, GENERAL.","Item Facilities General 3.125 a
1) At the time of inspection some of the outdoor pens were constructed with a wood frame and sheet metal panels
for the walls. There were three shelters (CMKH, CMKC, and HCTM) that had areas of the sheet metal wall where
the edges of the sheet metal had become bent outward so that the edges were no longer flush with the wall. The
upturned edges of sheet metal were sharp and could cause an injury to the nose or face of the animals.
2)The coral fence by the automatic water dispenser for heifer unit 2 had nails which were bent down but still had
exposed sharp point which could injure an animal
Per this section of the regulations, outdoor facilities shall be structurally sound and shall be maintained in good
repair to protect the animals from injury.
The research facility corrected these items during the inspection by repairing the bent upturned sheet metal edges
in the three shelters as well as the removal of the nails so that all the edges were flush and no sharp edges.
Exit interview took place at the end of inspection with the Director and other staff members.
Inspection took place from 7/31-8/3/2017
Additional Inspectors
Mcintosh Ashley, Veterinary Medical Officer
Gladue Paula, Veterinary Medical Officer"
b335a84303f23541,3.80(a)(2)(iii),,False,Primary enclosures.,"At the time of inspection, a review of the IACUC minutes for April 2020 and November 2020 indicated two separate
incidents of escaped Non-human primates. The incident in April revealed that two macaques escaped from their primary
enclosure due to the cage lock not placed in the proper position. In November 2020, two additional macaques escaped
due to a defective lock which did not close properly. In both incidents the escaped primates sustained minor injuries.
The four macaques were immediately identified and treated by clinical veterinarians. This does not constitute adequate
primary enclosures for security and containing the animals.
This was corrected by the facility after the second incident in November 2020. The facility reviewed and updated both
training and husbandry procedures for ensuring primary enclosures securely contain the animals. Laboratory personnel
and Animal Care staff were retrained.
This inspection and exit interview were conducted with facility representatives.
This inspection was conduction from 08/09/2021 to 08/12/2021.
Additional Inspectors:
JOHN LOPINTO, VETERINARY MEDICAL OFFICEREnd Section"
b9d879c9db3d44f7,2.38(f)(1),,False,Miscellaneous.,"During the review of IACUC meeting minutes for January 2022, February 2022, and April 2022, three separate incidents
of non-human primate escapes were identified. The incident in the January 2022 IACUC meeting minutes occurred on
January 5, 2022. A macaque escaped during a cage change due to the animal care technician not returning the lock that
secured the guillotine door. The incident from the February 2022 minutes occurred on January 17, 2022. Two macaques
escaped during a cage change. An investigation was conducted by the facility personnel. It was undetermined if the lock
was checked by the animal care technicians or if the lock was faulty. The facility did determine that the incident was due
to human error. The incident in the April 2022 IACUC minutes occurred on March 29, 2022. A marmoset escaped from its
enclosure when an animal care technician attempted to weigh it with a weighing cage. All the primates in the three
incidents sustained minor injuries. All animals were immediately examined and treated by a clinical veterinarian.
Handling of all animals shall be done as expeditiously and carefully as possible in a manner that does not cause trauma,
overheating, excessive cooling, behavioral stress, physical harm, or unnecessary discomfort.
This was corrected by the facility by retraining all animal care technicians and laboratory staff. Animal care technicians
involved in the incidents received individual training and additional monitoring from supervisors.
This inspection and exit interview were conducted with facility representatives.
This inspection was conduction from 09/07/2022 to 09/08/2022.
n"
33135b9be86594cb,2.31(c)(7),,False,Institutional Animal Care and Use Committee (IACUC).,"At the time of inspection, three incidents of unapproved protocol activities were identified in the IACUC meeting minutes:
- During a routine animal record review on March 29, 2023, laboratory personnel identified a rhesus macaque was used
for a procedure that was not approved under Protocol 804765. On September 23, 2022, the macaque was sedated for
protocol approved procedures, blood collection and ultrasound. Following these procedures, the macaque was
transported to the imaging suit to test the fluoroscopy unit. Fluoroscopy was not an approved procedure under the
protocol number 804765, but was an approved procedure for other protocols under the Principal Investigator’s Lab. When
the laboratory personnel identified the incident, a report was immediately submitted to the IACUC.
- In August 2023, laboratory personnel reported to the IACUC that a member of the laboratory completed animal work
under Protocol 803984, prior to approval. On February 15, 2023, the IACUC approved NCV assessments as a procedure
on Protocol 803984. According to study records, this laboratory member conducted NCV assessments for 2 macaques on
March 14, 2023. The laboratory member was not approved to complete procedures under Protocol 803984 until July 11,
2023. This member was approved to complete procedures on other protocols under the Principal Investigator.
- On January 25, 2024, laboratory personnel notified the IACUC that a laboratory staff member completed animal work
under Protocol 804765. The laboratory member sedated and drew blood from seven rhesus macaques. This member was
not approved to complete animal procedures under this protocol but was approved for procedures on other protocols
under the Principal Investigator.
With respect to the activities involving animals the IACUC, as an agent of the research facility, shall: review and approve,
require modifications in (to secure approval), or withhold approval of proposed significant changes regarding the care and
use of animals in ongoing activities.
Corrected before the time of inspection through IACUC approved amendments."
33135b9be86594cb,2.38(f)(1),,False,Miscellaneous.,"On March 24, 2023, an enrichment technician placed a hammock in an enclosure of a cynomolgus macaque. The
technician sectioned off the non-human primate in a single quadrant to safely place the hammock. Once the hammock
was installed, the cage door was closed, locked and the macaque was allowed access to all four quadrants of the
enclosure. The technician left one lock off the front door of the enclosure. The cynomolgus macaque was able to open the
front door and climb out of the enclosure
.
The enrichment technician exited the room and called the facility manager and behaviorist for assistance. The behaviorist
was able to put treats into the enclosure and the macaque returned to the enclosure. The enclosure door was secured
and locked. According to IACUC documents, no injuries were observed on the cynomolgus macaque.
Improper handling can result in animal escapes. Handling of all animals shall be done as expeditiously and carefully as
possible in a manner that does not cause trauma, overheating, excessive cooling, behavioral stress, physical harm, or
unnecessary discomfort.
Corrected before the time of inspection through retraining of the enrichment technician.
This inspection was conducted from June 04, 2024 to June 05, 2024.
This inspection and exit interview were conducted with facility representatives.
n"
f7f04b1de48910af,2.33(b)(4),,False,ATTENDING VETERINARIAN AND ADEQUATE VETERINARY CARE.,"There was an incident identified by the number 2015-11 which took place during the month of December 2015.
The attending veterinarian (AV) inspected a rabbit for a post surgical procedure in which the skin edges were not
apposed. The attending veterinarian gave specific written instructions to treat it as an open wound and let it heal by
2nd intention.
Research personnel decided to anesthetize the animal, debride the wound, and close the open wound without
consulting the AV.
The next day the rabbit was found dead and there was no peri-operative monitoring documentation indicating that
the rabbit had recovered from anesthesia.
Each research facility shall establish and maintain programs of adequate veterinary care that include guidance to
research personnel involved in the care and use of animals regarding handling, immobilization, anesthesia,
analgesia, tranquilization, and euthanasia, etc.
The facility has corrected this issue by providing operative and recovery documentation training and provided a
copy of the IACUC policy for veterinary medical care and best practices."
f7f04b1de48910af,3.75(c)(1),,False,"HOUSING FACILITIES, GENERAL.","Some plastic toys/objects provided to NHP for enrichment were noticeable worn and with chewed edges.
The surfaces of housing facilities--including furniture-type fixtures or objects within the facility-must be made of
materials that allow them to be readily cleaned and sanitized, or removed or replaced when worn.
In order to avoid animals from ingesting plastic particles and to properly clean and sanitize toys/object, these should
be replaced when worn.
To be corrected by 6-30-2016.
An exit interview was conducted with facility representatives."
dd77b186228ae7dd,2.38(f)(1),,False,MISCELLANEOUS.,"Handling
According to facility documentation, two NHP(cid:25)s, one in June 2013 and one in August 2013, were injured during
handling. The incidents occurred during removal from their enclosures, and each animal sustained a limb injury. In
each instance, the injury was recognized by faciliy personnel and the condition of the NHP was assessed.
Measures were taken to relieve the animals of any pain and distress.
Per this Section of the Regulations, animals should be handled as expeditiously as possible in a manner that does
not cause trauma, behavioral stress, physical harm, or unnecessary discomfort to ensure the health and well-being
of the animal.
In response to this incident and to prevent any future incidents, the institution took corrective actions including but
not limited to retraining of the staff on proper handling techniques, as well as additional observation and assessment
by management of the staff performing animal handling. There have not been any additional incidents since the
corrective actions were implemented.
The institution has taken appropriate corrective measures to address this item.
This inspection was conducted at the West Point, PA site on June 17 - 20, 2014. An exit briefing was conducted on
June 20, 2014 with the facility representatives and a copy of the inspection report was left at the facility."
2880f50128bba16e,2.38(f)(1),,False,MISCELLANEOUS.,"According to facility records, November 12, 2014, while performing a routine procedure, personnel discovered that a
female, cynomolgus monkey had sustained injury to her right forelimb. Her condition was assessed and measures
were taken to relieve any pain and/or distress. Upon being notified of the animal(cid:25)s condition, the veterinary staff
conducted an investigation. It could not be clearly determined exactly how she got injured. Based on a review of the
facility(cid:25)s records, the animal was recently handled on 3 November 2014 for routine procedures and 11 November
2014 for enclosure changes.
As per 2.38 (f) (1), handling of all animals shall be done as expeditiously and carefully as possible in a manner that
does not cause trauma, behavioral stress, physical harm, or unnecessary discomfort.
The research facility acted to address this item by conducting an investigation and further implementing appropriate
corrective actions to prevent any future incidents. There have not been any additional incidents since the corrective
actions were implemented."
2880f50128bba16e,3.80(a)(1),,False,PRIMARY ENCLOSURES.,"According to facility records, September 1, 2015, personnel discovered a male, cynomolgus monkey outside of his
primary enclosure. The animal was recaptured and evaluated by veterinary staff. He sustained injuries on the third
and fourth digits on his left foot and received immediate veterinary care. At the time of inspection, the animal did not
appear to be in any pain or distress.
Upon being notified of the escape of the monkey, the veterinary staff immediately conducted an investigation. All the
proper procedures had been followed by personnel. It could not be determined exactly how the animal was able to
escape from his enclosure.
As per section 3.80 (a) (2) (iii), primary enclosures must be constructed and maintained so that they contain the
nonhuman primates securely and prevent accidental opening of the enclosure, including opening by the animal.
The research facility acted to address this item by conducting an investigation and implementing appropriate
corrective actions to prevent any future incidents.
The facility self-reported both incidents to USDA.
This inspection was conducted at the West Point, PA site from September 8-11, 2015.
The exit interview was conducted with facility representatives.
Note: A corrected copy of this inspection report was hand delivered to the facility on July 19, 2016. Registrant
elected not to sign the inspection report, but acknowledged receipt by signing USPS Return Receipt (PS Form
3811) # 7015 1520 0000 3623 8795."
f6f6e68dd08e1b28,3.80(a)(2)(iii),Critical,False,Primary enclosures.,"On November 4, 2021, a rhesus macaque sustained severe injuries from another rhesus macaque in an adjoining
enclosure. According to facility documents, an Animal Care Technician identified the injured macaque during routine
husbandry duties. The Animal Care Technician immediately notified the LAR Veterinarian. Due to the nature of the
injures, the macaque was provided veterinary care by the LAR Veterinarian.
At the time of evaluating the incident, facility personnel noted that the chain used to secure the divider separating the
enclosures was no longer in place and the lock used to secure the chain was open. Additionally, further evaluation in the
incident noted that a cage change had been done the day prior. Primary enclosures must be constructed and maintained
to prevent accidental opening of any part of the enclosure to protect non-human primates from injury.
The facility had implemented corrective actions before the time of inspection"
f6f6e68dd08e1b28,3.82(b),,False,Feeding.,"On May 28, 2022, a room of 52 rhesus macaques were not fed. On May 29, 2022, it was discovered by Animal Care staff
that this room of macaques did not receive their ration of monkey biscuits the day before and the animals were
immediately fed. The Veterinarian reviewed and observed the rhesus macaques on May 30th and determined that all the
macaques were in good health.
Non-human primates must be fed at least once each day to meet their normal daily nutritional requirements and to
maintain their overall health.
The facility had implemented corrective actions before the time of inspection.
This inspection and exit interview were conducted with facility representatives.
This inspection was conducted August 17, 2022 to August 18, 2022.
Additional Inspectors:
GLORIA MCFADDEN, VETERINARY MEDICAL OFFICER n"
1055ee594ecaa292,2.31(d)(8),,False,Institutional Animal Care and Use Committee (IACUC).,"Two non-human primates (NHPs) were transferred from an IACAC approved imaging study protocol to a holding protocol.
After the transfer to the holding protocol both NHPs were used by the Principal Investigator (PI) on the imaging study
protocol. On 03-Aug-2022 the PI was asked by the LAR veterinary associate to stop using NHP A under the imaging
Protocol after it was used two times. This non-compliance was recognized again by the LAR veterinary associate on 08-
Nov-2022 with another NPH (NPH B). This non-compliance was recognized again by the LAR veterinary associate on
08-Nov-2022, as the PI had also used NPH B two times under the imaging protocol after it had been transferred to a
holding protocol.
Proposed activities and proposed significant changes in ongoing activities that have been approved by the IACUC may be
subject to further appropriate review and approval by officials of the research facility. However, those officials may not
approve an activity involving the care and use of animals if it has not been approved by the IACUC.
The facility implemented corrective actions before the time of inspection."
1055ee594ecaa292,2.38(f)(1),Critical,False,Miscellaneous.,"Following a routine cage change on December 14th, 2022, a cage of two guinea pigs was placed on a flat bed containing
dirty cages. After the cage change process was complete, the animal care technician rolled the flat bed with the two
guinea pigs into the autoclave.
Handling of all animals shall be done as expeditiously and carefully as possible in a manner that does not cause trauma,
overheating, excessive cooling, behavioral stress, physical harm, or unnecessary discomfort.
The facility implemented corrective actions before the time of inspection.
This inspection and exit interview were conducted with the facility representatives.
This inspection was conducted 02/06/2023 to 02/09/2023.
Additional Inspectors:
GLORIA MCFADDEN, VETERINARY MEDICAL OFFICEREnd Section"
d1c6dc8cbef8cdf8,2.33(b)(2),,False,ATTENDING VETERINARIAN AND ADEQUATE VETERINARY CARE.,"Several of the animals in the holding pen had multiple various sized areas of circular hair loss lesions on their face,
neck and/or body regions. There was no indication or documentation that these areas of hair loss had been
identified, or that the veterinarian had been notified. The facility must use appropriate method to prevent, control,
diagnosis, and treat diseases on all animals at the facility. The facility called the veterinarian during the inspection."
d1c6dc8cbef8cdf8,2.33(b)(3),,False,ATTENDING VETERINARIAN AND ADEQUATE VETERINARY CARE.,"The daily observation forms at the facility are incomplete and there is no indication the SOPs are being followed.
The standard operating procedures state animals will be brushed and receive hydrotherapy. There was no
indication or documentation that these activities were conducted. There is minimal to no documentation of
treatments or records that the veterinarian was notified when issues such as coughing, diarrhea, hair loss, eye
issues or decreased appetite were noted during daily observations. Following SOPs and providing frequent and
direct communication with the veterinarian is important for the health and well-being of the animals. The facility must
document treatments and have a mechanism of direct and frequent communication with their veterinarian to ensure
timely and accurate treatments of animals.
Correct by 6-1-2017.
This inspection and exit interview were conducted with facility representative.
Additional Inspectors
Pannill Elizabeth, Veterinary Medical Officer"
7f1edda6d03fc4b3,2.33(b)(3),,False,Attending veterinarian and adequate veterinary care.,"F.A.S.S. AG Guide Ch. 3 pg. 22
Facility records indicate that the 6 deer are not included in routine observations . The deer are housed in a 17 acre
enclosure that consists of thick brush and trees making actual animal observation difficult. Frequent observation on a
routine basis is important to detect illness or conditions that may require veterinary care. A method must be developed to
attempt observe the deer in this enclosure on a daily basis .
CORRECT BY: 9/30/2021"
7f1edda6d03fc4b3,3.125(a),Critical,False,"Facilities, general.","F.A.S.S. AG Guide Ch.3 pg 17
The sheet metal which acts as a wind break on the north side of the Front Pen is deteriorating where it meets the ground
in 2 of the cattle holding areas. The rusted and jagged edges extend approximately 5 “to 10 “from the ground and poses a
risk of injury to the animals lower legs. The metal must be repaired or replaced to prevent injury to the cattle. Facilities
must be maintained in good repair to protect the animals from injury. CORRECT BY : 9/30/2021
Records of an incident which occurred March 13. 2020 which involved stray dogs gaining access to the deer pen were
reviewed. The report states that 2 live pit bull type dogs and 1 deceased dog were found in Pen 2 which houses white
tailed deer along with 2 decomposing deer carcasses . Facility records also indicate that a census showed that there
were no longer 12 deer in Pen 2 and the disposition of the deer is unknown. Stray dogs have gained access to the facility
in the past by digging under the perimeter fence. Currently ,there is no method to prevent predators from digging under
the fence or otherwise gaining access to the animal facility. Stray/feral dogs may severely injury or kill deer or cattle . The
animal facility must be structurally strong to protect the animals from predators to prevent injury.
CORRECT BY : 9/30/2021"
