hash_id,code,kind,repeat,desc,narrative
6eaf37d313b5829d,2.75(b)(1),,False,Records: Dealers and exhibitors.,"** The licensee sold a grey kangaroo and an African crested porcupine and did not have a bill of sale and/or disposition
form for the transaction. All exhibitors must make and maintain records of all regulated animals that are acquired and the
disposition of such animals. To aid in the tracking of animals if necessary. The licensee must make and maintain
Acquisition and Disposition records for all regulated animals. To be corrected by: 07-12-2024"
6eaf37d313b5829d,3.81,,False,Environment enhancement to promote psychological well-being.,"** The facility does not have an environmental enrichment program for non-human primates. Non-human primates are
intelligent and social animals that require mental stimulation and socialization for their health and well-being. The facility
must establish an environment enrichment program that is approved by the attending veterinarian. To be corrected by:
07-30-2024."
6eaf37d313b5829d,3.154,,False,Environment enhancement to promote psychological well-being.,"** The facility does not have a plan for environmental enrichment for birds. Birds are intelligent animals and require mental
stimulation for their health and well-being. The facility must develop an enrichment plan for birds and have it approved by
the attending veterinarian. To be corrected by: 07-30-2024
This inspection and exit interview were conducted with the licensee.
Additional Inspectors:
COURTNEY JERNIGAN, VETERINARY MEDICAL OFFICER n"
86c1aebc57c12f6e,3.127(d),,False,"Facilities, outdoor.","The perimeter fence surrounding the fox enclosures is 6 feet high however the 2 entrance gates to this area are only 4
feet high . The perimeter fence must be of sufficient height to keep unauthorized animals and persons out and act as a
secondary containment system. The gates must be at least 6 feet high to ensure that the perimeter fence functions in this
manner.
CORRECT BY : 7/14/2023
This inspection and exit interview were conducted with the Operations Manager .
Additional Inspector :
Lynh Ly, Veterinary Medical Officer
n"
7a24a23761e628de,3.153(a)(1)(iii),,False,Primary enclosures.,"- Six budgies had escaped their enclosures and were perched in the rafters above the bank of cages. Escaped birds are
at risk of injury and could potentially get out of the facility altogether. All enclosures must safely contain the birds, and
precautions should be taken when transferring birds between cages to prevent escapes.
Correct from 25 November 2024 onward."
7a24a23761e628de,3.153(a)(2),,False,Primary enclosures.,"- Multiple cages had no perches at all, or an inadequate number of perches for the number of birds per cage. All birds that
demonstrate perching behavior must have a sufficient amount of appropriate perching space available. All birds must be
able to utilize the perches simultaneously, if they so desire.
Corrected at time of inspection
This inspection and exit interview were conducted with facility representative.
n"
b67a18294eab43a1,2.1(b)(2)(ii),,False,Requirements and application,"The facility is exhibiting an animal which is not authorized on their license. On 8/12/24, the facility obtained a fennec fox
and has been exhibiting it as recently as last week, per the facility representative's statement. Licenses authorize a
specific number and specific type(s) of animals for the use of regulated activity (i.e., exhibiting). Licensure with the USDA
must specifically authorize the use of exotic and wild canids, which includes fennec fox. Not obtaining approval prior to
exhibiting an exotic or wild canid is a violation of the Animal Care Act. The licensee must either remove this animal from
exhibit or must obtain a new license which authorizes the use of this category of animal before continuing to exhibit this
animal. Correct by: September 13, 2024."
b67a18294eab43a1,3.125(a),,False,"Facilities, general.","An enclosure failed to contain two juvenile goats. During the inspection, two juvenile goats were observed to be walking
around outside of their enclosure. The goats were housed inside a barn in an enclosure with their mother and two adult
sheep at the beginning of the inspection. The enclosure was a split rail-style fence; constructed of horizontally placed
wooden fence boards attached to fenceposts. It is believed the juvenile goats, which are smaller than the adults, exited
the enclosure by climbing between two of the boards. The goats exited the barn through an open door and were seen
walking around the fence line adjacent to the barn. They were outside of their enclosure for approximately 1 hour. They
returned to the barn on their own. Enclosures that do not properly contain animals pose a risk of injury to or loss of the
animals. Correct by ensuring the facility's enclosures be constructed of such material appropriate for the species housed
within, in order to protect the animals from injury, and contain the animals. Correct by: Sept-16-2024.
This inspection and exit interview were conducted with the facility representatives.
Additional Inspectors:
Eric Irvin, VETERINARY MEDICAL OFFICER n"
2c102aa084478535,2.1(a)(1),,False,Requirements and application.,"The individual is conducting regulated activity without a valid USDA license. The individual consigned 4 exotic animals
(muntjac- auction tags #7474, #7475, #7476, and #7477) to an auction. When dropping off the animals, the individual was
asked if they were licensed with the USDA and the individual told the USDA inspector ""no"". The individual then left the
consignment area without the animals (the animals were consigned).
A valid license is required to consign exotic animals to an auction. A valid license is necessary to protect the health and
well-being of animals and to comply with the Animal Welfare Act and Regulations. Correct by obtaining a USDA license or
discontinuing regulated activities. No regulated activity may be conducted until a USDA license is obtained.
The individual refused an exit briefing. This inspection was conducted in Mt Hope, Ohio.
n"
c9ad53c8829ee34d,2.1(a)(1),,False,Requirements and application.,"This was a search inspection. The facility is conducting regulated activity without a license. The facebook page for the
facility posts videos of public contact with the animals. The facility representative stated that they book events and allow
public interaction with the animals.
Conducting regulated activity without a USDA license does not comply with the Animal Welfare Act or ensure that APHIS
officials can assess the care of the animals. The facility must either cease regulated activity or obtain a license from the
USDA to continue conducting regulated activity under the Animal Welfare Act.
No regulated activity may be conducted until USDA license is obtained.
This inspection and exit interview were conducted with a facility representative.
This inspection and exit interview were conducted with facility representative.
n"
fef1a23d0b400189,2.131(d)(4),,False,Handling of animals.,"If public feeding of animals is allowed, the food must be provided by the animal facility and shall be appropriate to the type
of animal and its nutritional needs and diet.
Photos posted on the facility's Facebook page show the spider monkey being fed items not appropriate. Items include a
popsicle, a cracker and a cup of whip cream. The licensee confirmed that the photos are real. Not maintaining a complete,
nutritionally balanced diet can be a detriment to the animal's health and welfare.
Ensure that all food offered to the animal is part of a nutritionally complete appropriate diet.
Correct by: Close of business July 11, 2024"
fef1a23d0b400189,3.79(d),,False,Mobile or traveling housing facilities.,"Nonhuman primates used in traveling exhibits, trained animal acts, or in uncaged public exhibits must be under the direct
control and supervision of an experienced handler or trainer at all times when the public is present. Trained nonhuman
primates may be allowed physical contact with the public, but only if they are under the direct control and supervision of
an experienced handler or trainer at all times during the contact.
Review of the facility's Facebook page has pictures of the spider monkey being kissed and a lemur on top of a youth's
head. The licensee confirmed that the photos are real. In neither scene is there a handler in view nor control of the
monkeys. The licensee stated that they intend to use a harness and tether once the animals are older. Not maintaining
control of the animals increases the risk of injury to the animal and to the public.
Ensure that all animals being exhibited are under the direct control at all times whenever the public is present.
To be corrected by: Close of business July 11, 2024
This inspection and exit interview were conducted with licensee.
n"
b698e57de319eec3,2.126(b),,False,Access and inspection of records and property; submission of itineraries.,"A responsible adult was not available to accompany APHIS Officials during the inspection process at 10:45 AM on
09/10/2024. The inspector established phone contact with the licensee. However, the licensee could not provide a
representative to meet the inspector at the facility until later in the afternoon. Failure to provide access to the facility,
animals, and records for inspection is a serious violation of the AWA and regulations. Failure to comply may result in
enforcement action.
End Section"
7a215fea9125c03f,2.40(b)(2),Direct,False,Attending veterinarian and adequate veterinary care (dealers and exhibitors).,"Two goats were present at the time of inspection that had not received adequate veterinary care. Additional three goats
died within five days of each other of unknown cause and without receiving veterinary care. Additional details are as
follows:
***A goat housed in an outdoor enclosure was walking on his front knees (carpal joints). The goat was either unwilling or
unable to rise to walk on his front toes. The licensee was not aware of the condition until the time of inspection and had
not sought treatment for this condition. Failure to identify conditions causing lameness or an abnormal gait and to seek
treatment for such conditions can lead to unnecessary suffering and further injury.
***A second goat, housed in the same outdoor enclosure as the goat described above, was in very thin body condition.
Even though the goat had a moderately long hair coat (about 1 inch in length), the top of the spine, the shoulder blades,
and the pelvic bone were readily apparent. The goat also had a rough (or unkempt) looking hair coat. The licensee had
not identified the thin condition of this goat or sought treatment for this condition. Poor body condition can indicate a lack
of sufficient quality or quantity food or may indicate other underlying disease processes. Failure to properly observe
and/or communicate animals in poor condition to the attending veterinarian can lead to worsening of the condition,
prolonged unnecessary suffering, and possibly starvation and death.
***Three goats died between 7/15/24 and 7/19/24. The goats were 3-5 years of age. The licensee did not seek veterinary
care for these goats prior to their death and did not consult with the veterinarian about the cause of their death to
determine if other goats at the facility might be at risk of becoming ill or dying. As noted with these goats, failure to identify
disease conditions and seek veterinary care for those conditions has resulted in needless pain and/or suffering for the
animals or death.
The licensee must have the two live goats described above examined and treated by a licensed veterinarian. In addition,
a program of adequate veterinary care must be maintained that includes the use of appropriate methods to prevent,
control, diagnose and treat diseases and injuries for all animals.
To be corrected by the close of business on 9/19/2024.
This inspection and exit interview were conducted with the licensee.
n"
507ef2bbc1206f3e,2.1(b)(2)(ii),,False,Requirements and application,"Around the first part of September, the licensee obtained two red/silver foxes. The licensee’s existing license does not
authorize the use of exotic and wild canids like foxes. Failure to obtain a license for dangerous animals like exotic and
wild canids could negatively impact the welfare of the exhibited animals and the safety of the general public.
Authorization to use wild and exotic canids must be obtained in the form of a new license before the foxes can be
exhibited. If the licensee retains the regulated species for use in regulated activity, the licensee must re-apply for licensure
of all regulated animals. The licensee must not delay or fail to complete the licensing process.
To be corrected by the close of business on 9/27/2024."
507ef2bbc1206f3e,2.126(a)(2),,False,Access and inspection of records and property; submission of itineraries.,"Though requested several times by the inspector, the licensee did not provide the following records for examination at the
time of the inspection: the Contingency plan, records of Animals on Hand, and records of Acquisition, Disposition, or
Transport of Animals. Review of records required by the Animal Welfare Act facilitates the inspection process by allowing
inspectors to determine compliance of documents and evaluate animal welfare.
Records required by the Animal Welfare Act and the regulations must be made available to APHIS officials for
examination during business hours.
To be corrected by the close of business on 9/23/2024."
507ef2bbc1206f3e,2.126(c),,False,Access and inspection of records and property; submission of itineraries.,"The licensee housed two sheep and four goats at a location other than the licensee’s approved site from 9/14/24 to
9/19/24. The purpose of housing the animals at this off-site location was to exhibit the animals at the off-site location on
the weekend of 9/14/2024 and 9/21/2024. The licensee did not submit a written itinerary for this off-site exhibit to the
Deputy Administrator. Itinerary submission is important so that animals can be inspected at offsite locations, to ensure
appropriate animal welfare and compliance with the Animal Welfare Act.
For exhibition of animals at a site other than the approved site and when the animals will stay at that location overnight, a
written itinerary must be submitted to the USDA APHIS Animal Care Deputy Administrator at least 48 hours before
departure.
To be corrected by close of business on 9/25/2024"
507ef2bbc1206f3e,3.53(a)(4),,False,Primary enclosures.,"A solid floor enclosure containing two rabbits did not have litter provided. Failure to provide litter on solid floored rabbit
enclosures increases the likely hood of the rabbits becoming soiled. This, in turn, can lead to discomfort, illness, or
disease.
Litter shall be provided in all primary rabbit enclosures with solid floors.
To be corrected from this day (9/23/2024) forward."
507ef2bbc1206f3e,3.79(d),,True,Mobile or traveling housing facilities.,"The Licensee’s Facebook page has numerous pictures and videos of uncontrolled interactions between non-human
primates and members of the general public at off-site facilities. The images posted on Facebook between 8/23/2024 and
9/10/2024 were as follows: 1) Sixteen images of a lemur on or in close proximity to the head, shoulders, or face of
different members of the general public; 2) Four images of a spider monkey with its face in close proximity to the face of
different members of the general public; 3) Three images of different members of the public holding two lemurs at one
time; 4) One video of a lemur lunging at a member of the public; 5) One image of a child with its finger in very close
proximity to a lemurs face. The licensee confirmed that the video and photos on their Facebook page were of animals
exhibited by the licensee and were posted on the same day or withing a few days of when they were taken. Failure to
maintain good control of animals during times of public contact and exhibit greatly increases the risk of injury to the animal
and to the public.
Nonhuman primates used in traveling exhibits, trained animal acts, or in uncaged public exhibits must be under the direct
control and supervision of an experienced handler or trainer at all times when the public is present. Trained nonhuman
primates may be allowed physical contact with the public, but only if they are under the direct control and supervision of
an experienced handler or trainer at all times during the contact."
507ef2bbc1206f3e,3.80(a)(2)(ix),,False,Primary enclosures.,"An approximately 2-foot section of angle iron at the bottom the lemur enclosure was rusted. Surfaces of enclosures in
contact with the animals that cannot be readily cleaned and sanitized can unnecessarily expose them to disease hazards.
Enclosures must be maintained to enable all surfaces in contact with nonhumane primates to be readily cleaned and
sanitized.
To be corrected by the close of business on 10/7/2024.
This is a continuation of the report for the routine inspection conducted from 9/18/2024 to 9/19/2024 and contains the
remaining non-compliances found during the inspection. The exit briefing for the items included on this report was
conducted with the licensee on 9/23/2024.
n"
774f0d6efd1bd9eb,2.40(b)(2),,False,Attending veterinarian and adequate veterinary care (dealers and exhibitors).,"There was a bottle of medication formulated by the Attending Veterinarian in the medical supply cabinet with a label that
could not be read. The licensee indicated it was Ponazuril and used for treating intestinal parasites. Similar bottles with
illegible labels can be confused, resulting in the wrong product being used. Animal health could be adversely impacted by
the administration of an incorrect medication or the incorrect dosage, route, or frequency . The licensee must make sure
that medications and other products are clearly labeled with the name, concentration of the medication, the dose, dosage
frequency, route of administration, and expiration date.
Corrected at the time of inspection.
This inspection and exit interview were conducted with the licensee.
n"
552dfe67d5c95efe,2.1(a)(1),,False,Requirements and application.,"The facility is conducting regulated activity with out a valid USDA license in the form of public exhibition. Facility
Representatives confirmed that exhibition had been conducted as recently as 09-June-2024. The exhibition being
performed are guided tours of the facility and animal encounters. There are approximately 57 animals at the facility that
would require a USDA license to exhibit including two giraffes, 6 bennet’s wallabies, one zebra, one African Crested
Porcupine, 8 domestic cows and 39 goats.
Operating without a valid license impedes the ability of APHIS officials to ensure adequate welfare for the animals in the
facility. No person shall operate as a dealer, exhibitor, or operator of an auction sale, without a valid license.
No regulated activity, to include the exhibition or sale of regulated animals, can be conducted until a USDA license has
been obtained.
This inspection and exit interview were conducted with the Facility Representative.
n"
77164bf1ca15ae24,3.18(d),Critical,False,Care in transit.,"At the time of inspection, the facility representative stated that on August 11, 2024, the driver of the transporter fell while
walking a dog at rest stop in New York. This spooked the dog and the dog ran away. The driver was unable to catch the
dog immediately. He stayed to look for the dog for hours however, the dog was not found. During transportation in
commerce, a dog must not be removed from it’s primary enclosure unless it is placed in another primary enclosure that
safeguards the dog from injury and prevents escape. The facility must determine a second primary enclosure that ensures
the safety and protection of the animal when removed from the primary enclosure.
CORRECTION DATE: From this date 03 OCT 2024 and forward
This inspection and exit interview were conducted with facility representative.
n"
a4a098ea264ee335,2.1(a)(1),,False,Requirements and application.,"The facility is currently selling two Mountain Coati at the Exotic Animal Expo in Huntsville, AL without a valid USDA
Animal Welfare Act license. At the time of inspection, the representative stated that the facility has a current USDA
license, however, upon further review the facility is in the application process. A valid license is necessary to protect the
health and well-being of the animals and to comply with the Animal Welfare Act and Regulations. No person shall operate
as a dealer, exhibitor, or operator of an auction sale, without a valid license. The facility needs to obtain a USDA license if
continuing to sell exotic/wild animal species. Correct by discontinuing covered activity until a USDA license has been
obtained.
This inspection was conducted with a state official and a facility representative and the exit interview was conducted with
the applicant.
n"
f3b72f8e8eb29ea6,2.126(b),,False,Access and inspection of records and property; submission of itineraries.,"A responsible adult was not available to accompany APHIS Officials during the inspection process at 11:00 AM on
11/13/2024. The inspector contacted the licensee by cell phone. They were not available that day. Failure to provide
access to the facility, animals, and records for inspection is a serious violation of the AWA and regulations. Failure to
comply may result in enforcement action.
End Section"
fe0d21b0f4b518e2,2.25(a),,False,REQUIREMENTS AND PROCEDURES.,"Each carrier and intermediate handler, and each exhibitor not required to be licensed under section 3 of the Act and
the regulations of this subchapter, shall register with the Secretary by completing and filing a properly executed form
which will be furnished, upon request, by the AC Regional Director.
Contact was made by phone and the individual I spoke with verified that she is currently transporting dogs across
state lines. The individual states that she has not received an application for registration. USDA records indicate an
application was sent in December 2015. A carrier or intermediate must register prior to conducting transport
activities ."
4362f849a92d5ef7,2.126(b),,False,ACCESS AND INSPECTION OF RECORDS AND PROPERTY; SUBMISSION OF ITINERARIES.,"A responsible adult was not available to accompany APHIS Officials during the inspection process at 11:30 pm on
17-Jan-17."
ebc0890dacb6ef80,2.126(b),,True,ACCESS AND INSPECTION OF RECORDS AND PROPERTY; SUBMISSION OF ITINERARIES.,"A responsible adult was not available to accompany APHIS Officials during the inspection process at 3:00 PM on
06-Mar-17.
Registrant was contacted by phone at time of attempted inspection but said she was out of town ."
01a8aefd80b72cd8,2.1(a)(1),,False,Requirements and application.,"This is a search inspection.
The individuals have continued to conduct regulated activity without an active USDA Animal Care license. A USDA
inspector had spoken with the individuals in September 2024 about conducting regulated activity without a license and an
application was provided. On December 7th, 2024, this individual took a male spider monkey ""Fynn"" to a pet store for a
photoshoot with members of the public and received compensation for the event. The individuals state they have sent in
an application, but they have not completed a pre-license inspection and do not hold an active USDA license.
Conducting regulated activity without a USDA license does not comply with the Animal Welfare Act or ensure that APHIS
officials can assess the care of the animals. The individuals must obtain a license from the USDA to continue conducting
regulated activity under the Animal Welfare Act. Continuing to conduct regulated activity without a license is a serious
violation of the Animal Welfare Act.
This inspection and exit interview were conducted with facility representatives.
n"
4a4091e943c1e61d,2.131(b)(1),Critical,False,Handling of animals.,"During the recapture process of a wallaroo that escaped a walk-through exhibit, while facility staff attempted to carry out
recapture methods in a timely manner according to their standard operating procedures, unfortunately, the animal was
severely injured when it repeatedly jumped headfirst into fencing. The animal received immediate on-site veterinary care
and has received appropriate continued treatment for its injuries. Handling of all animals shall be done as expeditiously
and carefully as possible in a manner that does not cause trauma, overheating, excessive cooling, behavioral stress,
physical harm, or unnecessary discomfort."
4a4091e943c1e61d,3.81,,False,Environment enhancement to promote psychological well-being.,"Although the facility does have an extensive enrichment program that provides appropriate enrichment for all of their
species, the enrichment plan as written does not meet the regulatory requirements of the environmental enhancement
plan to promote psychological well-being of nonhuman primates as required. The plan is necessary to ensure the
psychological health and well-being of the animals housed within the facility. The facility must develop, document and
follow an appropriate plan for environment enhancement adequate to promote the psychological well-being of nonhuman
primates. The plan at a minimum must address social grouping, environmental enrichment, special considerations,
restraint devices, and exemptions to the plan."
4a4091e943c1e61d,3.127(d),,False,"Facilities, outdoor.","3.127 (d)Perimeter fence
In several areas of the perimeter fence, there were gaps, trees, brush and other objects that render the fence ineffective.
Several gates were noted with gaps in excess of 4 inches around the sides and/or bottom of the gate, that could allow
potential ingress of unwanted animals. There were several trees and shrubs adjacent to the outside and inside of
perimeter fence that were overgrown and/or overhanging, decreasing the effective height. On the inside of a portion of the
perimeter fence, there were large rocks and a large log adjacent to the fence that also reduce the effective height. The
fence must be constructed so that it protects the animals in the facility by restricting animals and unauthorized persons
from going through or under it and having contact with the animals of the facility and so that it can function as a secondary
containment system for the animals in the facility."
4a4091e943c1e61d,3.154,,False,Environment enhancement to promote psychological well-being.,"Although the facility does have an extensive enrichment program that provides appropriate enrichment for all of their
species, the enrichment plan as written does not meet the regulatory requirements of the environmental enhancement
plan to promote psychological well-being of birds as required. The plan is necessary to ensure the psychological health
and well-being of the birds. The facility must develop, document and follow a species appropriate plan for environment
enhancement adequate to promote the psychological well-being of birds. The plan must be approved by the attending
veterinarian, and at a minimum must address social grouping, environmental enrichment, special considerations, restraint,
and exemptions to the plan.
This is a 1st Re-License Inspection for a Class “C” license. The inspection and exit briefing were conducted with the
applicant.
All items must be in compliance within 2 more inspections or by February 19th 2023 or the applicant will forfeit the license
fee and must wait 6 months to reapply. Please contact your inspector to schedule your next Re-License Inspection.
Regulated activity can continue under your existing USDA license until it expires.
Additional Inspectors:
Geoffrey Olsen, VETERINARY MEDICAL OFFICER n"
2ca6b36229fb10ea,3.131(d),,False,Sanitation.,"In the dry-food cooler there was a pallet containing several bags of Mazuri macropod pellets that had some loose pellets
and several rodent droppings. Several of the outer bags had been chewed, there were many pieces of the chewed paper,
and the rodent droppings were scattered in the areas between the bags, the present bags had not been chewed opened.
Not maintaining an adequate pest program puts the animals at risk of disease transmission by rodents. The regulations
state that a safe and effective program for the control of mammalian pests shall be established and maintained.
Correct by: 04/12/2024
This inspection and exit interview were conducted with Facility Representative.
n"
