hash_id,code,kind,repeat,desc,narrative
10cc7083a12da117,3.126(b),,False,"FACILITIES, INDOOR.","The animal room containing nineteen degus has a strong ammonia odor. The high ammonia level was instantly felt
by the inspectors upon entering the facility. Inadequately ventilated animal rooms with high ammonia levels can
cause health problems.
Assure that the animal room is adequately ventilated to provide for the health and well-being of the degus.
To be corrected: 3-27-17
This inspection and exit interview were conducted with the owner.
Additional Inspectors
Barksdale Dawn, Veterinary Medical Officer"
b0b5f1b936dad1ee,2.40(b)(2),Critical,False,ATTENDING VETERINARIAN AND ADEQUATE VETERINARY CARE (DEALERS AND EXHIBITORS).,"During the inspection four degu pups were discovered dead and were removed by the licensee. The licensee
stated that he had not noticed the four dead degu pups prior to the inspection. He also stated that there were
previous occurrences of degu litters with dead and/or stillborn animals within the previous six months of breeding
the animals. The licensee did not contact the attending veterinarian regarding the previous deaths of degu pups.
Appropriate methods to identify/observe sick, dying, and/or injured animals must be used to ensure proper
diagnoses and treatment of those affected animals in providing adequate veterinary care. A program of adequate
veterinary care must be in place to prevent, control, diagnose, and treat diseases and injuries for the health and well
being of the animals housed in the facility. Ensure that all employees are properly trained to make observations and
report any and all animals that show signs of sickness and/or injury in addition to contacting the attending
veterinarian regarding the proper care of the animals.
Correct by: April 7, 2018
Additional Inspectors
Moore Chad, Animal Care Inspector"
6b54f3378cb33f4b,2.126(b),,False,ACCESS AND INSPECTION OF RECORDS AND PROPERTY; SUBMISSION OF ITINERARIES.,"A responsible adult was not available to accompany APHIS Officials during the inspection process at 10:15 am on
09-AUG-18.
Additional Inspectors
Moore Chad, Animal Care Inspector"
7aa92129a2279e55,2.40(b)(2),,True,ATTENDING VETERINARIAN AND ADEQUATE VETERINARY CARE (DEALERS AND EXHIBITORS).,"During the inspection a degu was found to have an approximately 2.5 cm in diameter lesion in the middle of its
back. Based on the appearance of the lesion, the injury occurred more than a day ago. The licensee indicated that
he had not noticed the lesion prior to the inspection and had not been in contact with the attending veterinarian
regarding the injury. Appropriate methods to identify/observe sick, dying, and/or injured animals must be used to
ensure proper diagnoses and treatment of those affected animals in providing adequate veterinary care. A program
of adequate veterinary care must be in place to prevent, control, diagnose, and treat diseases and injuries for the
health and well being of the animals housed in the facility. Ensure that all employees are properly trained to make
observations and report any and all animals that show signs of sickness and/or injury in addition to contacting the
attending veterinarian regarding the proper care of the animals.
Additional Inspectors
Moore Chad, Animal Care Inspector"
e888db9246a80a48,2.126(b),,False,ACCESS AND INSPECTION OF RECORDS AND PROPERTY; SUBMISSION OF ITINERARIES.,"A responsible adult was not available to accompany APHIS Officials during the inspection process at 09:30 a.m. on
31-JUL-19.
Called and spoke to the owner who was unable to accompany inspectors due to previous commitment.
Additional Inspectors
Moore Chad, Animal Care Inspector"
dfc7002b6741cfa4,3.31(c),,False,SANITATION.,"Pest control.
The pest control program is not effectively controlling the loose crickets at the facility. Dozens of crickets are loose
in the facility mammal room. They are present on the floors, walls, shelves, and even in the animal enclosures. No
fewer than six crickets were observed in the guinea pig food storage bin when the employee lifted the lid for
inspection. The facility has glue traps deployed in an effort to control the crickets, however; they are not effectively
controlling the population.
Establish, implement, and maintain a program to effectively control the cricket population at the facility.
To be corrected: 11-10-14
Note: The inspection exit briefing was conducted with the facility secretary."
6f34ac9e0876da52,2.40(b)(2),Direct,False,ATTENDING VETERINARIAN AND ADEQUATE VETERINARY CARE (DEALERS AND EXHIBITORS).,"A white hamster's lower incisors are growing back into its face. The extremely long incisors are contacting and
penetrating the skin below the left side of its nose. The nose and surrounding skin is reddened. There is discharge
present on the area where the incisors are contacting and penetrating the skin. Facility staff observed the hamster’s
condition, but didn't notify the veterinarian. Veterinary care issues left untreated can cause pain and discomfort.
Additionally, five hamsters sharing an enclosure had varying degrees of fur loss. The three white hamsters and two
brown hamsters had fur loss ranging from mild to severe. The small brown hamster had the most severe fur loss.
This hamster was partially or completely missing fur on the majority of its body. The other hamsters had patches of
partial and complete fur loss. Facility staff observed the hamsters' conditions, but didn't notify the veterinarian. Fur
loss can be the result of underlying veterinary care issues.
Notify the veterinarian of the hamsters' conditions. Follow through with all prescribed treatments and/or instructions.
To be corrected: All of the affected hamsters were taken to the veterinarian between the time of inspection and the
exit briefing.
This inspection and exit interview were conducted with the secretary."
7fcad1cac6642122,3.31(b),,False,Sanitation.,"Accumulations of rodent feces are present in various areas of the mammal room and reptile room (containing two empty
hedgehog enclosures). These areas include the floor in the corner of the room where empty transport containers are
stored, under the sealed animal food containers, and on the shelves, between the large plastic animal enclosures. Rodent
feces can harbor diseases. Clean the feces from these areas.
Correct by: 1-26-22"
7fcad1cac6642122,3.31(c),,False,Sanitation.,"The presence of rodents was apparent as accumulations of rodent feces were present in various areas of the mammal
room and reptile room (containing two empty hedgehog enclosures). These areas include the floor in the corner of the
room where empty transport containers are stored, under the sealed animal food containers, and on the shelves, between
the large plastic animal enclosures. The facility has a rodent control program in place, but it is not effectively controlling
the population of wild rodents. Rodents can carry diseases that affect other animals. Establish an maintain an effective
rodent control program.
Correct by: 2-9-22
This inspection and exit interview were conducted with the facility representative.
End Section"
0215adbfa31ec44a,3.137(a)(2),,False,PRIMARY ENCLOSURES USED TO TRANSPORT LIVE ANIMALS.,"At least four holes were present in the expanded metal sheets over the windows in the compartments of the primary
animal transport trailer (South Carolina plate #PV21191). The holes where this metal has been cut or broken leave
sharp edges, most of which are bent outward away from the animal compartments. Sharp protrusions in the
compartments pose a risk of injury to animals contained therein, especially during times of transport. Licensee must
ensure that no sharp edges are present in the primary transport enclosures that pose a risk of injury to the animals.
Correct by: September 15, 2014.
Inspected at the York Fair, York, PA.
Exit briefing conducted with owner.
Additional Inspectors
Campitelli D.V.M Kathryn, Veterinary Medical Officer"
d2e33e5ec5dcbc03,2.40(b)(2),,False,ATTENDING VETERINARIAN AND ADEQUATE VETERINARY CARE (DEALERS AND EXHIBITORS).,"The oldest zebra on the property, a male named Zillion, has overgrown hooves. The right front hoof is long and
sloping slightly upward. One brown and white female goat has slightly overgrown claws on her right front and rear
feet. The outer claws are long and starting to curl inward. Overgrown hooves can result in foot damage and
lameness. These animals need to have their feet trimmed to prevent potential problems. To be corrected by
5-23-15."
d2e33e5ec5dcbc03,3.75(a),,False,"HOUSING FACILITIES, GENERAL.","Two male baboons are housed in a chain link outdoor enclosure with an attached sheltered enclosure. They have
destroyed a plank perch in the enclosure leaving 5 loose boards (possibly with nails) on the ground. A small metal
chain which held a round toy swing from the chain link ceiling is hanging loosely from the toy posing a potential
hanging hazard. All structures within non-human primate housing must be designed and constructed so that they
are structurally sound and kept in good repair to prevent potential injury of the animals. These broken structures
need to be repaired or replaced. To be corrected by 5-1-15.
Licensee was not present as both units are in travel status.
Inspection conducted of animals left at farm.
Exit briefing conducted with facility representative."
95e595cb509a900e,3.78(d),,False,OUTDOOR HOUSING FACILITIES.,"The ring tail lemurs had a baby 3 months ago and when the traveling unit came back home, these three animals
were moved into a different enclosure because the baby could potentially leave their original home enclosure. This
enclosure is only separated from the stockade perimeter fence by a few inches. Primate enclosures need to be
surrounded by a 6 foot perimeter fence that is at least 3 feet away from the enclosure fence. This enclosure or the
lemurs need to be moved so that they have the additional protection of a perimeter fence.
To be corrected by 6-26-15.
Exit briefing conducted with licensees."
c527aa4e2a450332,2.131(c)(1),,False,HANDLING OF ANIMALS.,"On October 9th, 2015, a juvenile Lemur escaped from its enclosure while the public was in the viewing area of the
exhibit at the Perry County Fair in GA.. The Lemur bit two bystanders before being captured and returned to its
enclosure. Due care was not taken to ensure the safety of the public and the animal. During public exhibition, any
animal must be handled so there is minimal risk of harm to the animal and to the public. Corrected immediately.
."
c527aa4e2a450332,3.85,,False,EMPLOYEES.,"A juvenile Lemur escaped its enclosure at the Perry Georgia County Fair on October 9th, 2015. Upon escaping the
Lemur bit two onlookers at the exhibit. The employee in charge of the exhibit at that time, entered the exhibit with
the Lemurs while the public was in the viewing area. Failing to secure the enclosure door securely behind him, the
employee allowed the juvenile Lemur to escape creating mayhem for the public and frightening the Lemur. Two
individuals from the public were bitten while trying to help contain the animal. The enclosure door should have not
been opened with the public in the exhibit. The employees who provide husbandry practices and care, or handle
nonhuman primates, must be trained and supervised by an individual who has the knowledge, background, and
experience in proper husbandry and care of nonhuman primates to supervise others. The employer must be certain
that the supervisor can perform to these standards. The employee has been relieved of his position. Corrected at
the time of the incident.
This inspection and exit interview was conducted by Brenda Pietrosante, ACI, GA. State Veterinarian, GA. DNR,
and GA. Center for Disease Specialist, with the facility owner."
918ef6f49d6301c5,2.75(b)(1),,False,RECORDS: DEALERS AND EXHIBITORS.,"The only acquisition record available for review was for 1 llama. There were no other acquisition records that were
with the licensee.
Acquisition records for all mammals that are present shall be readily available for review by any APHIS official.
Correct by March 16, 2016"
918ef6f49d6301c5,2.131(b)(1),,False,HANDLING OF ANIMALS.,"A male goat is leashed within his enclosure because he has had a history of jumping over the enclosure.
This leash poses a risk of entrapment and does not minimize trauma, behavioral stress, physical harm, or
unnecessary discomfort.
The enclosure shall be designed so that escape is not possible or otherwise modified to ensure the well-being of
this goat.
Correct by March 16, 2016"
918ef6f49d6301c5,3.127,,False,"FACILITIES, OUTDOOR.","One of the camels was tethered to a stake and had no protection from sunlight or inclement weather.
All animals shall have sufficient shade & protection from inclement weather to prevent discomfort or overheating.
Correct by March 11, 2016"
918ef6f49d6301c5,3.128,,False,SPACE REQUIREMENTS.,"The camel that is tethered to a stake outside the tent cannot make normal postural adjustments. The tether is too
short to allow this animal to lie down & turn around comfortably.
This animal shall have a sufficient amount of space to make normal postural adjustments with adequate freedom of
movement.
Correct by March 11, 2016
The exit interview was conducted with the manager.
Inspection was performed at the Central Florida Fair, Orlando, FL"
fbb7658b94704e89,2.75(b)(1),,True,RECORDS: DEALERS AND EXHIBITORS.,"Several animals have been born at the home site and are now in travel status with this unit. The acquisition records
for the births of the zebu, zebra, water buffalo, Scottish Hylander, and camel are not recorded. All acquisition
records need to be kept up to date."
fbb7658b94704e89,3.129(b),,False,FEEDING.,"Carrots are being sliced to sell to the public for feeding. The metal carrot slicer is bolted onto a table which is dirty
and the surface of the metal push plate for the carrot slicer is grimy. Grease could also be felt on the slicer which is
WD 40. This is not a food grade lubricant and should not be used to oil this device. Some of the sliced carrots are
in a white bucket and old carrot shreds are at the bottom of the bucket as they were not dumped before refilling.
All utensils, receptacles, and preparation surfaces used to prepare food need to be kept clean and sanitary.
To be corrected by 5-18-16.
Exit interview conducted with employee representative.
Inspection conducted at Heritage Park at Simpsonville, SC park."
a2198bbf42b52dbf,3.150(a),,False,"Facilities, general.","One nest box within the Macaw Aviary is in need of repairs. The wooden nest box had sharp edges and points along the
front opening, with multiple screws exposed and protruding below this area. Compromised structural integrity within
primary enclosures can provide an opportunity for entrapment or injury to the animals contained therein. Housing facilities
shall be structurally sound and shall be maintained in good repair to protect the birds from injury and securely contain
them.
Correct by July 25, 2024."
a2198bbf42b52dbf,2.75(b)(1),,False,Records: Dealers and exhibitors.,"The facility did not have complete acquisition records. Required information was missing for one Eland, one Bison, and
one Yak. Acquisition and disposition records, including offspring born at the facility and all records of disposition, are
necessary to accurately track and identify animals being used in regulated activities, as well as aid in the detection of
movement of animals upon relocation to a new site.
The facility shall make, keep and maintain records that fully and correctly include all the required acquisition and
disposition information, including: the name and address of the person from whom the animals were acquired, the USDA
license number of the person if licensed or the vehicle license number and state and driver’s license number and state if
not licensed, the name and address of the person to whom an animal was given/sold, the date of acquisition or
disposition, the species of animal and the number of animals involved.
Correct by July 25, 2024."
a2198bbf42b52dbf,2.131(d)(2),,False,Handling of animals.,"While observing at least seven separate private vehicles moving throughout the drive-through park at the facility during a
full days’ inspection, the inspector could not locate any readily identifiable attendants present during public interactions
with the animals. Though one park ranger was observed once in the drive-through park during the inspection, they were
unable to oversee all of the patrons present during this time. This resulted in unattended periods of public contact and
feeding of the animals housed therein.
The lack of attendants present during times of public contact increases the risk of injury to patrons and/or animals. A
responsible, knowledgeable, and readily identifiable employee or attendant must be present at all times during periods of
public contact.
Correct by July 22, 2024."
a2198bbf42b52dbf,3.75(e),,False,"Housing facilities, general.","Chemical agents used for cleaning and disinfecting were stored on a table beside the outdoor enclosure housing three
brown lemurs. The table was stationed alongside the enclosure fencing itself and within reach of the lemurs to grab. In
addition, bags of unopened commercial primate food were stored on the floor and directly against the wall under a table in
the Nutrition Building.
Cleaning supplies contain ingredients that can be toxic if ingested, resulting in great harm to nonhuman primates. Storing
supplies of food off the ground and away from walls lessens the substrates’ exposure to contamination, vermin, and
unintended compromise. Supplies of food and bedding must be stored off the floor and away from the walls, to allow
cleaning underneath and around the supplies. Open bedding supplies not in use must be kept in leakproof containers with
tightly fitting lids to prevent spoilage and contamination. Substances that are toxic to nonhuman primates, but are required
for normal husbandry practices, must not be stored in food storage and preparation areas unless kept in cabinets.
Correct by July 23, 2024."
a2198bbf42b52dbf,3.127(b),,False,"Facilities, outdoor.","The enclosures housing one dromedary camel and one African Watusi did not offer sufficient shelter to accommodate
these animals. The facility is in the process of completing renovations in the Backyard pen, housing one Watusi during the
inspection. As a result, the new shelter structure provided shade, but lacked provisions to provide protection from
inclement weather conditions and elements. Additionally, one dromedary camel was temporarily housed outdoors along
the backside of the barn to facilitate halter training. The facility stated the training takes place for a few hours before the
camel is returned to its permanent primary enclosure. However, this area only offered a ledge off the side of the barn,
lacking the ability to provide adequate shelter conditions.
Inadequate protection from weather conditions can lead to overheating, discomfort, or increased exposure in extreme
temperatures and elements. All animals must be provided with shelter to prevent discomfort and provide protection from
local climatic conditions.
Correct by July 25, 2024."
a2198bbf42b52dbf,3.154(c)(4),,False,Environment enhancement to promote psychological well-being.,"Upon inspection, one Parakeet was undergoing medical treatment, resulting in the bird being individually housed and
unable to see or hear birds of their own or compatible species. The facility had not implemented additional considerations
to accommodate the Parakeet while housed in a separate barn away from the Parakeet Aviary.
Implementing enrichment protocols for special consideration categories ensure sufficient conditions are in place to
promote the psychological well-being of the impacted birds at the facility. Certain birds must be provided special attention
regarding enhancement of their environment, based on the needs of the individual species and/or individual bird, in
accordance with the instructions of the attending veterinarian. Special considerations must be included in the plan for
individually housed social species of birds that are unable to see or hear other birds of their own or compatible species.
Correct by July 23, 2024.
This inspection and exit interview were conducted with the facility representatives and licensee.
n"
103472e70b96f860,2.75(a)(2),,False,Records: Dealers and exhibitors.,"The licensee is not using the APHIS Form 7005 for acquisition/inventory of the dogs on hand and has not applied for a
variance. The licensee is currently using paper and computer records. Each dealer shall use Record of Acquisition and
Dogs and Cats on Hand (APHIS 7005) to make, keep, and maintain the information required for proper identification of
the regulated animals. Complete records of animals facilitate the inspection process and enable the movement and care
of animals covered by the Animal Welfare Act to be evaluated. The facility must ensure all required information is properly
and accurately documented at all times by either using the APHIS Form 7005 or applying for a variance.
To be corrected by: 5/15/2023
This inspection and exit interview were conducted with a facility representative.
n"
e9a21a8cc43d36c1,2.31(b)(3)(ii),,False,Institutional Animal Care and Use Committee (IACUC).,"The facility does not have a complete Institutional Animal Care and Use Committee (IACUC). A compliant IACUC is made
up of at least 3 roles: the Chairman, a Doctor of Veterinary Medicine, and a member who is not affiliated with the facility in
any way other than as a Committee member. The role of this individual is intended to be representation for the interests of
the general community in the proper care and treatment of animals. The facility has two individuals that are meant to fill
this role, but neither have attended any IACUC meetings in 2023 or 2024. The IACUC meets every 6 months. Correct by
appointing a person not affiliated with the facility to act as the representative of the non-scientific community, and who is
able to regularly attend and participate in IACUC meetings. Correct by: October 31, 2025.
This inspection and exit interview were conducted with the facility representative.
n"
d420547957b3337a,2.31(e)(3),,False,INSTITUTIONAL ANIMAL CARE AND USE COMMITTEE (IACUC).,"Complete Description of Animal Use.
1. The amendment to Protocol #522 that was reviewed and approved by the IACUC in Feb 2017 did not contain a
complete description of the proposed animal use.
The original proposal reviewed and approved by the IACUC included a non-survival surgical procedure in sheep.
The amendment reviewed and approved by the IACUC in February 2017 included the significant change to a
survival surgery. Although the study animals currently on this proposal are receiving appropriate veterinary nursing
care for the secondary effects from the surgery, the amendment approved by the IACUC did not include any
description of the possible physical impairment(s) in the study animals as a result of the surgical manipulations nor
was there any description of the monitoring parameters for the possible effects in the sheep post-operatively due to
the surgical manipulations.
Per this Section of the Regulations, proposals to conduct an activity involving animals or to make a significant
change in an ongoing activity involving animals must contain a complete description of the proposed use of the
animals so the IACUC can determine that the components of the proposed activities related to the care and use of
animals are in accordance with all of the requirements outlined in this subchapter.
The IACUC needs to address this deficiency that was identified for this protocol.
Correct by 3/22/17.
NOTE - Inspection conducted with President, Attending Veterinarian, and Director. Exit briefing held on-site 3/6/17
with Director. Report delivered by e-mail 3/7/17.
*END OF REPORT*"
27cc0ca0a178247b,3.13(a),,False,Veterinary care for dogs.,"There was not a written Program of Veterinary Care for Dogs (PVC) signed by the Attending Veterinarian available for
review at the time of the inspection that addressed each of the requirements for the adequate veterinary care for dogs that
are outlined in the AWA.
Per this Section, each research facility must develop a written Program of Veterinary Care for Dogs signed by the
Attending Veterinarian. The PVC must include details for the following topics for the adequate veterinary care of the
dogs: complete physical examination; vaccinations; sampling and treatment of parasites; and preventative care and
treatment to ensure healthy and unmatted hair coats, properly trimmed nails, and clean and healthy eyes, ears, and teeth
unless otherwise required by a research protocol approved by the IACUC at the research facility. Correct by 8/8/22.
This inspection and exit briefing were conducted 7/7/22 with facility representatives.
n"
975bf5f6ebff8e8b,2.31(d)(1)(ii),,False,Institutional Animal Care and Use Committee (IACUC).,"IACUC approved protocol #787 and amendment #2 to IACUC approved protocol #775 did not provide a written narrative
description of the methods and sources used to determine that alternatives were not available to a major operative
procedure that may cause more than momentary pain or distress to the animals that is included in #787 (lobectomy) and
in the amendment to #775 (thoracotomy).
Per this Section, whenever proposed activities or proposed significant changes in ongoing activities of a proposal for
animal use contain procedures that may cause more than momentary pain or distress to the animals, the IACUC shall
determine that: (1) the principal investigator has considered alternatives to those procedures and (2) that the principal
investigator has provided a written narrative description of the methods and sources used to determine that alternatives
were not available. These requirements ensure that all procedures contained in the protocol minimize discomfort, distress,
and pain to the animals. The IACUC needs to address this item identified for these protocols. Correct by 12/11/23."
975bf5f6ebff8e8b,2.31(e)(3),,False,Institutional Animal Care and Use Committee (IACUC).,"IACUC approved protocols #787 & #781 did not provide a complete description of the proposed use of the animals. #787
lacked a complete description for the lobectomy and #781 lacked a complete description of the laminectomy.
Per this Section, proposals to conduct an activity involving animals must contain a complete description of the proposed
use of the animals so the IACUC can determine during its review that all components of the animal use proposal are in
accordance with the requirements as outlined in this subchapter of the AWA. The IACUC needs to address this item that
was identified for these protocols. Correct by 12/11/23.
This inspection and exit briefing were conducted with facility representatives.
n"
d4b4184132843d2d,3.125(a),,False,"FACILITIES, GENERAL.","Item Facilities General 3.125 a
At the time of inspection the coral fence for the sheep and goat has a wood rail that is worn and needs to be
replaced.
Facility needs to repair/replace the worn wooded rail in order to maintain the exhibit in good repair.
Correct by 5/31/2017
Exit interview took place at the end of inspection with the owner"
c74ddfebf98c4729,3.125(a),,False,"FACILITIES, GENERAL.","Item Facilities General 3.125 a
At the time of inspection the entrance to the barn housing the 2 giraffes was viewed to be lower in height than the
giraffes neck height causing the giraffes to have to lower their heads to pass thru.
The shortened height of the door causing the giraffes to lower their heads does not provide an adequate facility
or protect the animals from injury.
Facility needs to insure the height of the entrance to the giraffe barn is adequate so the giraffes do not have to lower
their heads
Correct by 8/24/2020
An exit interview was conducted with the manager."
f97034567e73f7b8,3.125(a),Critical,False,"Facilities, general.","On Feb 19, 2023, an 8-year-old female giraffe injured her neck by tangling her ossicones in rope fencing/barrier.
According to facility representatives, present employees attempted to assist the animal, but her death was quick.
According to the Attending Veterinarian the probable cause of death was capture myopathy secondary to stress from the
neck injury. Indoor and outdoor housing facilities must be structurally sound and protect the animals from injury. The
facility has implemented corrective actions to protect the remaining giraffes.
This inspection and exit interview were conducted with facility representatives.
n"
ce502b1e3a1dcd10,2.31(c)(6),,False,INSTITUTIONAL ANIMAL CARE AND USE COMMITTEE (IACUC).,"The IACUC is required to review and approve proposed activities related to the care and use of animals prior to the
use of those animals. This facility has been using guinea pigs in studies without a protocol or written approval from
the IACUC. This facility needs to review the responsibilities of the IACUC and follow the requirements in title 9,
chapter 1, subchapter A of the Animal Welfare Act.
To be corrected immediately."
ce502b1e3a1dcd10,2.31(c),,False,INSTITUTIONAL ANIMAL CARE AND USE COMMITTEE (IACUC).,"This facility has not had a review of the program for humane care and use of animals within the past six months.
This facility has not performed a facility inspection within the past six months. The IACUC as an agent of the
research facility shall review the facility(cid:25)s program for humane care and use of animals and inspect all of the animal
facilities at least once every six months. This facility needs to have an IACUC meeting and facility review as soon
as possible.
To be corrected by: Oct 1, 2014"
6c222ead62ba5130,2.40(a)(1),Direct,False,Attending veterinarian and adequate veterinary care (dealers and exhibitors).,"The attending veterinarian stated that he does two site visits per year. The last site visit was in December of 2020. The
site visit is overdue. Several animals need to be seen by the attending veterinarian including the female cougar, tigers,
(Cassie and Samson) and a macaw. Site visits are necessary for the veterinarian to access the animals condition and
needs especially in an aged population. A site visit needs to be conducted by the veterinarian.
Correct by 09-30-2021."
6c222ead62ba5130,2.40(b)(3),Direct,False,Attending veterinarian and adequate veterinary care (dealers and exhibitors).,"The attending veterinarian was not aware of the current feeding protocols for the large cats. The licensee stated that she
was adding Oasis supplements to the exotic cat's daily diet. The veterinarian should be made aware of the animal's diets
so that he can properly evaluate the animal and offer advice on the care of the animal especially in an aged animal. The
veterinarian was unaware of the this and not familiar with the supplements used. (b)(3) Daily observation of all animals to
assess their health and well-being; Provided, however, That daily observation of animals may be accomplished by
someone other than the attending veterinarian; and Provided, further, That a mechanism of direct and frequent
communication is required so that timely and accurate information on problems of animal health, behavior, and well-being
is conveyed to the attending veterinarian. The supplements were spoiled/degraded and unusable at time of the
inspection. Daily observation must be conveyed to the attending veterinarian to insure the animals are receiving the best
care.
Correct by: 09-03-2021."
6c222ead62ba5130,3.125(c),Direct,False,"Facilities, general.","The supplies of food and supplements were not stored properly to protect against deterioration, molding, or
contamination by vermin. The meat had a rancid/spoiled odor coming from the freezer and the supplements were black
from degradation. Throughout the feed prep and storage area there were various things scattered about such as old
cardboard boxes which had mold on them. This provides a haven for vermin. This area needs to be cleaned and other
items disposed of properly.
Correct by: 09-03-2021"
